# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.38306 2.22144 1729.16 1728.35 0.24995
1000 2.3986 2.32455 1714.23 1730.09 0.249698
1500 2.36975 2.23454 1724.65 1733.47 0.249211
2000 2.35589 2.21024 1721.07 1738.46 0.248495
2500 2.30635 2.15391 1737.17 1745 0.247564
3000 2.32283 2.17248 1707.02 1753.03 0.24643
3500 2.27047 2.17268 1717.54 1762.54 0.245102
4000 2.24946 2.15051 1704.53 1773.52 0.243584
4500 2.28497 2.10119 1652.08 1785.88 0.241899
5000 2.27894 2.00684 1624.63 1799.45 0.240075
5500 2.23909 1.97294 1617.46 1814.02 0.238147
6000 2.20981 1.93767 1602.14 1829.37 0.236149
6500 2.17468 1.93679 1589.21 1845.33 0.234106
7000 2.16156 1.91909 1561.17 1861.7 0.232047
7500 2.09426 1.87543 1568.6 1878.28 0.229999
8000 2.07714 1.75644 1544.65 1894.83 0.22799
8500 2.04722 1.8031 1530.09 1911.08 0.226051
9000 2.08913 1.67035 1469.46 1926.97 0.224188
9500 2.05772 1.64264 1459.06 1942.31 0.222416
10000 2.01798 1.63612 1454.79 1957.04 0.220743
10500 1.98439 1.61777 1448.27 1971.16 0.219161
11000 1.98361 1.62558 1421.34 1984.7 0.217666
11500 1.9443 1.57247 1420.64 1997.77 0.216242
12000 1.91617 1.55208 1413.87 2010.39 0.214884
12500 1.8944 1.50428 1404.53 2022.59 0.213588
13000 1.90781 1.4828 1373.54 2034.37 0.212351
13500 1.8897 1.48393 1363.4 2045.79 0.211166
14000 1.86808 1.40778 1356.74 2056.93 0.210022
14500 1.81715 1.45434 1369.72 2067.77 0.208921
15000 1.81335 1.36686 1353.3 2078.37 0.207855
15500 1.82791 1.4295 1324.92 2088.73 0.206824
16000 1.82469 1.40168 1308.61 2098.92 0.205821
16500 1.80902 1.39105 1300.61 2108.97 0.204839
17000 1.79199 1.35822 1294.19 2118.9 0.20388
17500 1.76642 1.33581 1293.75 2128.65 0.202946
18000 1.75961 1.3105 1281.86 2138.21 0.202039
18500 1.71314 1.27021 1296.18 2147.56 0.201159
19000 1.73105 1.28865 1269.22 2156.63 0.200313
19500 1.71871 1.29953 1262.06 2165.45 0.199497
20000 1.72625 1.25423 1242.67 2174.03 0.198709
20500 1.71884 1.25172 1233.27 2182.36 0.197951
21000 1.69543 1.23388 1234.94 2190.39 0.197225
21500 1.69545 1.20059 1222.11 2198.13 0.196531
22000 1.71906 1.17721 1194.23 2205.52 0.195873
22500 1.68873 1.19071 1201.59 2212.57 0.195248
23000 1.60783 1.18943 1242.59 2219.27 0.194659
23500 1.62827 1.16581 1218.63 2225.56 0.194109
24000 1.6419 1.15603 1199.13 2231.48 0.193593
24500 1.63167 1.11815 1195.86 2237.06 0.193111
25000 1.61049 1.13047 1199.96 2242.25 0.192664
25500 1.61991 1.1742 1184.36 2247.09 0.192249
26000 1.63815 1.14114 1163.49 2251.63 0.191861
26500 1.61328 1.17251 1170.63 2255.89 0.191499
27000 1.58433 1.16459 1180.88 2259.92 0.191158
27500 1.55671 1.14412 1190.68 2263.69 0.190839
28000 1.54858 1.14079 1188.13 2267.18 0.190545
28500 1.54776 1.1209 1181.34 2270.38 0.190277
29000 1.54471 1.12399 1176.11 2273.3 0.190032
29500 1.54544 1.15787 1168.51 2275.94 0.189812
30000 1.58693 1.15078 1134.82 2278.36 0.18961
30500 1.57342 1.08945 1137.25 2280.55 0.189428
31000 1.55902 1.0963 1140.44 2282.43 0.189272
31500 1.51687 1.11648 1161.89 2284.03 0.189139
32000 1.52492 1.09199 1151.31 2285.38 0.189028
32500 1.50902 1.07542 1156.44 2286.45 0.188939
33000 1.52609 1.1095 1140.28 2287.2 0.188878
33500 1.51611 1.06497 1142.37 2287.68 0.188837
34000 1.55668 1.0649 1111.65 2287.87 0.188822
34500 1.5599 1.05192 1105.53 2287.76 0.188831
35000 1.52132 1.04925 1126.86 2287.36 0.188864
35500 1.47969 1.0607 1150.32 2286.65 0.188922
36000 1.49102 1.06986 1140 2285.68 0.189003
36500 1.48242 1.07191 1142.84 2284.47 0.189103
37000 1.48717 1.04344 1137.29 2283.03 0.189222
37500 1.48283 1.05489 1137.76 2281.32 0.189364
38000 1.4696 1.08807 1144.3 2279.35 0.189528
38500 1.44482 1.10831 1158.56 2277.23 0.189704
39000 1.48484 1.08739 1131.18 2274.99 0.189891
39500 1.45799 1.07229 1147.08 2272.6 0.19009
40000 1.47307 1.04876 1136.06 2270.05 0.190304
40500 1.47645 1.08248 1132.52 2267.34 0.190532
41000 1.51437 1.10945 1106.71 2264.47 0.190774
41500 1.46724 1.06472 1136.53 2261.5 0.191023
42000 1.47751 1.07608 1129.06 2258.42 0.191284
42500 1.44619 1.08034 1148.79 2255.17 0.19156
43000 1.47738 1.08841 1128.05 2251.77 0.191849
43500 1.46198 1.08894 1137.79 2248.27 0.192148
44000 1.48467 1.14243 1122.68 2244.71 0.192452
44500 1.45755 1.08437 1140.26 2241.17 0.192756
45000 1.43127 1.09797 1157.2 2237.58 0.193065
45500 1.42988 1.07204 1158.12 2233.94 0.19338
46000 1.48523 1.09311 1122 2230.21 0.193704
46500 1.47699 1.09484 1127.33 2226.41 0.194034
47000 1.48691 1.10496 1120.82 2222.54 0.194373
47500 1.44097 1.11195 1150.77 2218.63 0.194715
48000 1.42475 1.09326 1161.64 2214.72 0.195059
48500 1.43105 1.07981 1157.85 2210.8 0.195404
49000 1.42935 1.16793 1159.05 2206.86 0.195753
49500 1.44051 1.13062 1152.39 2203 0.196096
50000 1.43187 1.15067 1158.15 2199.22 0.196433
50500 1.40187 1.13109 1177.85 2195.53 0.196763
51000 1.43713 1.13514 1155.06 2191.88 0.197091
51500 1.4242 1.14518 1163.34 2188.24 0.197419
52000 1.41331 1.13714 1170.33 2184.68 0.197741
52500 1.4505 1.14187 1146.15 2181.17 0.198059
53000 1.47678 1.1375 1128.88 2177.72 0.198373
53500 1.41449 1.13858 1168.85 2174.32 0.198683
54000 1.38469 1.1581 1187.94 2170.96 0.19899
54500 1.40228 1.11688 1176.47 2167.67 0.199292
55000 1.38369 1.14613 1187.92 2164.41 0.199592
55500 1.365 1.18087 1199.74 2161.19 0.19989
56000 1.39453 1.17679 1180.28 2158.08 0.200178
56500 1.3976 1.16595 1177.72 2155.08 0.200457
57000 1.40124 1.19006 1174.67 2152.17 0.200728
57500 1.35675 1.18993 1202.8 2149.37 0.200989
58000 1.38191 1.20273 1185.5 2146.72 0.201237
58500 1.40089 1.17792 1172.27 2144.18 0.201476
59000 1.40194 1.16263 1170.39 2141.73 0.201706
59500 1.36156 1.18837 1195.13 2139.35 0.201931
60000 1.37436 1.18729 1185.57 2137.04 0.202148
60500 1.33915 1.17603 1207.03 2134.84 0.202357
61000 1.39098 1.24556 1171.72 2132.71 0.202559
61500 1.36774 1.16699 1185.45 2130.74 0.202747
62000 1.35957 1.172 1188.92 2128.85 0.202926
62500 1.39238 1.17306 1165.81 2127.05 0.203099
63000 1.38697 1.19462 1167.12 2125.32 0.203264
63500 1.34084 1.15097 1195.09 2123.66 0.203423
64000 1.34422 1.12209 1190.94 2122.01 0.203581
64500 1.36306 1.19458 1176.4 2120.37 0.203738
65000 1.39052 1.20119 1156.5 2118.79 0.20389
65500 1.35564 1.19002 1176.8 2117.31 0.204032
66000 1.35776 1.17717 1173.11 2115.87 0.204171
66500 1.35039 1.17008 1175.38 2114.47 0.204306
67000 1.30046 1.19985 1205.37 2113.11 0.204438
67500 1.33901 1.16846 1178.19 2111.82 0.204563
68000 1.36136 1.19965 1161.02 2110.59 0.204682
68500 1.29874 1.14787 1199.15 2109.44 0.204794
69000 1.28293 1.1617 1206.88 2108.28 0.204906
69500 1.29995 1.18593 1193.3 2107.12 0.205019
70000 1.31469 1.1966 1181.2 2106.03 0.205125
70500 1.30946 1.1357 1182.12 2104.96 0.205229
71000 1.32877 1.17957 1166.75 2103.87 0.205336
71500 1.29309 1.20263 1187.2 2102.82 0.205439
72000 1.29614 1.12092 1182.71 2101.82 0.205536
72500 1.32708 1.157 1159.7 2100.79 0.205637
73000 1.3084 1.1818 1169.09 2099.74 0.20574
73500 1.28777 1.15276 1179.92 2098.67 0.205845
74000 1.29011 1.18774 1175.8 2097.61 0.205949
