# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95254 2.52262 1781.76 1728.07 0.24999
1000 2.88727 2.49231 1822.98 1728.39 0.249944
1500 2.88998 2.53565 1819.21 1728.97 0.249859
2000 2.8898 2.52103 1816.81 1729.83 0.249736
2500 2.91568 2.51422 1796.55 1730.94 0.249575
3000 2.83552 2.49655 1844.06 1732.32 0.249376
3500 2.87952 2.49623 1810.36 1733.96 0.249141
4000 2.83724 2.5091 1831.77 1735.87 0.248867
4500 2.87188 2.46959 1802.5 1738.04 0.248556
5000 2.91189 2.4148 1769.18 1740.46 0.248211
5500 2.83858 2.47516 1808.54 1743.09 0.247835
6000 2.85048 2.47452 1791.7 1745.97 0.247427
6500 2.83514 2.44378 1792.07 1749.09 0.246986
7000 2.77859 2.48848 1818.1 1752.44 0.246514
7500 2.80636 2.43937 1789.04 1756.02 0.246011
8000 2.83372 2.41056 1759.65 1759.82 0.245479
8500 2.79623 2.42762 1771.54 1763.84 0.244921
9000 2.78186 2.2648 1768.6 1768.05 0.244336
9500 2.84634 2.37368 1713.16 1772.45 0.243731
10000 2.71721 2.39027 1782.58 1777.02 0.243103
10500 2.73161 2.30414 1759.26 1781.78 0.242454
11000 2.71078 2.26656 1758.33 1786.69 0.241788
11500 2.73896 2.35967 1724.66 1791.72 0.24111
12000 2.699 2.19788 1735.6 1796.89 0.240416
12500 2.67142 2.25067 1738.03 1802.15 0.239714
13000 2.6724 2.29815 1721.64 1807.48 0.239008
13500 2.67371 2.23044 1704.87 1812.89 0.238293
14000 2.66035 2.17363 1697.62 1818.39 0.237573
14500 2.68915 2.16146 1662.91 1823.92 0.236853
15000 2.65982 2.09712 1666.23 1829.47 0.236134
15500 2.64754 2.08156 1658.49 1834.99 0.235424
16000 2.58156 2.15574 1685.22 1840.49 0.23472
16500 2.58418 2.14126 1667.83 1845.96 0.234024
17000 2.58059 2.08062 1654.89 1851.41 0.233336
17500 2.62262 2.05843 1612.36 1856.8 0.232659
18000 2.56429 2.06301 1635.04 1862.11 0.231995
18500 2.52433 2.03686 1646.06 1867.35 0.231345
19000 2.52809 2.05049 1629.11 1872.48 0.23071
19500 2.55711 1.96813 1596.4 1877.52 0.230091
20000 2.55834 1.98782 1581.58 1882.43 0.22949
20500 2.50435 1.99596 1603 1887.21 0.22891
21000 2.47275 2.01681 1610.38 1891.84 0.228349
21500 2.50417 1.95677 1577.55 1896.33 0.227808
22000 2.48761 1.95954 1575.9 1900.67 0.227289
22500 2.4373 1.88381 1597.2 1904.83 0.226792
23000 2.46648 1.93182 1566.82 1908.81 0.226319
23500 2.43877 1.88386 1573.98 1912.63 0.225868
24000 2.41258 1.92277 1580.3 1916.28 0.225437
24500 2.42639 1.88485 1561.37 1919.77 0.225027
25000 2.41621 1.86841 1558.35 1923.09 0.224639
25500 2.37245 1.93938 1577.24 1926.23 0.224272
26000 2.39865 1.77478 1551.84 1929.21 0.223926
26500 2.3842 1.85282 1552.68 1931.99 0.223604
27000 2.37536 1.83443 1550.44 1934.59 0.223304
27500 2.37812 1.80804 1541.18 1937 0.223025
28000 2.36489 1.80986 1542.72 1939.22 0.22277
28500 2.33059 1.84729 1557.92 1941.26 0.222536
29000 2.37991 1.83366 1519.57 1943.13 0.222321
29500 2.28872 1.83652 1572.73 1944.86 0.222125
30000 2.33949 1.85567 1533.9 1946.42 0.221946
30500 2.32107 1.79094 1540.49 1947.85 0.221783
31000 2.35997 1.76162 1510.35 1949.11 0.22164
31500 2.26419 1.78264 1567.53 1950.2 0.221516
32000 2.31464 1.76858 1530.44 1951.11 0.221412
32500 2.34422 1.74802 1507.07 1951.86 0.221327
33000 2.27955 1.80118 1544.98 1952.44 0.221261
33500 2.31072 1.74555 1521.42 1952.87 0.221213
34000 2.33841 1.78781 1500.06 1953.13 0.221183
34500 2.28067 1.78164 1534.52 1953.24 0.221171
35000 2.29993 1.81937 1519.18 1953.2 0.221175
35500 2.29793 1.79509 1517.96 1953.03 0.221194
36000 2.27471 1.79865 1530.76 1952.74 0.221228
36500 2.27703 1.77452 1527.36 1952.31 0.221276
37000 2.30051 1.76055 1510.41 1951.74 0.221341
37500 2.2693 1.80277 1528.9 1951.05 0.22142
38000 2.30395 1.71643 1505.29 1950.23 0.221512
38500 2.28427 1.69484 1516.9 1949.26 0.221623
39000 2.28094 1.75301 1517.94 1948.12 0.221752
39500 2.29674 1.78186 1507.04 1946.83 0.221899
40000 2.26068 1.7645 1530.02 1945.41 0.222061
40500 2.26766 1.82441 1525.3 1943.88 0.222236
41000 2.22927 1.83129 1550.26 1942.25 0.222422
41500 2.25338 1.76709 1535 1940.54 0.222619
42000 2.27368 1.74232 1522.12 1938.7 0.22283
42500 2.24149 1.77397 1543.42 1936.73 0.223056
43000 2.21261 1.84 1562.8 1934.66 0.223295
43500 2.23987 1.84677 1546.07 1932.49 0.223545
44000 2.25747 1.86708 1535.69 1930.27 0.223803
44500 2.24083 1.85082 1547.68 1927.99 0.224068
45000 2.2196 1.80534 1562.63 1925.63 0.224343
45500 2.2744 1.82613 1528.48 1923.17 0.224629
46000 2.27323 1.85863 1530.56 1920.65 0.224924
46500 2.27219 1.78792 1533.07 1918.06 0.225227
47000 2.25614 1.73711 1545.12 1915.39 0.225542
47500 2.23469 1.80499 1560.66 1912.6 0.22587
48000 2.25022 1.8275 1552.63 1909.73 0.22621
48500 2.21057 1.90289 1580.17 1906.82 0.226555
49000 2.2324 1.82804 1568.52 1903.87 0.226906
49500 2.2748 1.86592 1543.22 1900.87 0.227265
50000 2.24727 1.8216 1563.53 1897.81 0.22763
50500 2.2373 1.86941 1572.11 1894.7 0.228004
51000 2.26906 1.86311 1554.21 1891.55 0.228385
51500 2.28067 1.88991 1549.09 1888.36 0.22877
52000 2.25939 1.87041 1565.52 1885.15 0.229159
52500 2.29251 1.86469 1546.65 1881.91 0.229554
53000 2.23953 1.90691 1583.69 1878.65 0.229952
53500 2.23625 1.89287 1588.51 1875.38 0.230354
54000 2.24913 1.8737 1582.84 1872.08 0.23076
54500 2.28459 1.87064 1562.65 1868.77 0.231168
55000 2.26341 1.95114 1578.79 1865.45 0.23158
55500 2.29675 1.85737 1560.26 1862.13 0.231993
56000 2.27867 1.90911 1574.62 1858.81 0.232407
56500 2.28286 1.97052 1574.57 1855.49 0.232822
57000 2.28386 1.93706 1576.73 1852.21 0.233235
57500 2.25894 1.96357 1595.42 1848.95 0.233647
58000 2.29842 1.92807 1572.75 1845.71 0.234057
58500 2.30001 1.98355 1574.15 1842.5 0.234464
59000 2.21695 1.93481 1630.71 1839.34 0.234867
59500 2.22894 2.02157 1625.28 1836.22 0.235266
60000 2.25775 2.01305 1609.11 1833.15 0.23566
60500 2.24156 2.0352 1621.95 1830.14 0.236047
61000 2.22805 2.03407 1633.02 1827.23 0.236423
61500 2.20835 1.98619 1648.06 1824.39 0.236792
62000 2.24581 1.9962 1625.65 1821.61 0.237153
62500 2.24561 1.96828 1627.69 1818.88 0.237508
63000 2.23672 2.06339 1634.99 1816.22 0.237857
63500 2.24344 2.02185 1632.34 1813.63 0.238196
64000 2.27283 2.02382 1614.65 1811.12 0.238527
64500 2.26399 2.01939 1621.64 1808.68 0.238848
65000 2.20514 2.023 1660.86 1806.29 0.239164
65500 2.22753 1.99978 1647.3 1803.96 0.239473
66000 2.24156 1.98727 1639.1 1801.67 0.239778
66500 2.25134 2.00801 1633.55 1799.41 0.240078
67000 2.20024 2.01423 1667.34 1797.22 0.240371
67500 2.22489 2.0499 1651.88 1795.07 0.240659
68000 2.24891 2.0289 1636.93 1792.99 0.240939
68500 2.21452 2.09556 1659.48 1790.96 0.241211
69000 2.20982 2.04848 1662.94 1789.01 0.241474
69500 2.21906 2.07553 1656.98 1787.12 0.241729
70000 2.20977 2.10452 1663.01 1785.31 0.241975
70500 2.2471 2.0981 1638.65 1783.56 0.242212
71000 2.23178 2.00198 1648.62 1781.89 0.242439
71500 2.1927 2.05627 1673.3 1780.28 0.242659
72000 2.21121 2.08771 1660.68 1778.72 0.242871
72500 2.20883 2.10612 1661.51 1777.24 0.243073
73000 2.27133 2.10969 1620.22 1775.85 0.243264
73500 2.21503 2.07771 1655.61 1774.54 0.243443
74000 2.25036 1.99392 1631.82 1773.3 0.243614
74500 2.2082 2.11486 1657.44 1772.11 0.243777
75000 2.1653 2.11093 1683.96 1771 0.24393
75500 2.19825 2.12359 1660.99 1769.97 0.244072
76000 2.18757 2.0631 1666.33 1769 0.244206
76500 2.17586 2.08586 1672.01 1768.09 0.244332
77000 2.16811 2.07072 1675 1767.23 0.244451
77500 2.18477 2.1472 1661.97 1766.41 0.244563
78000 2.16624 2.12992 1671.96 1765.67 0.244666
78500 2.22536 2.05657 1631.51 1765 0.24476
79000 2.15809 2.118 1672.42 1764.38 0.244845
79500 2.15452 2.12989 1672.17 1763.84 0.24492
80000 2.19347 2.00105 1644.62 1763.36 0.244987
80500 2.15552 2.09581 1666.12 1762.91 0.245049
81000 2.12295 2.03624 1684.52 1762.51 0.245106
81500 2.12288 2.10639 1681.52 1762.14 0.245156
82000 2.0862 1.9791 1702.57 1761.83 0.245199
82500 2.09895 2.10386 1691.01 1761.53 0.245241
83000 2.13384 2.09652 1665.32 1761.27 0.245277
83500 2.15234 1.99624 1650.31 1761.06 0.245307
84000 2.1681 2.0485 1636.64 1760.87 0.245334
84500 2.09379 1.96593 1681.7 1760.69 0.245358
85000 2.1302 2.00963 1654.75 1760.51 0.245383
85500 2.11863 2.04745 1658.84 1760.35 0.245406
86000 2.14175 2.02627 1640.61 1760.21 0.245425
86500 2.09763 2.05681 1665.57 1760.1 0.24544
87000 2.11299 2.03832 1652.22 1760.02 0.245452
87500 2.15986 1.98285 1618.53 1759.94 0.245463
88000 2.12082 2.00222 1640.26 1759.86 0.245474
88500 2.08006 2.02021 1663.1 1759.79 0.245483
89000 2.08867 1.97406 1654.17 1759.73 0.245493
89500 2.12442 1.91713 1627.73 1759.64 0.245505
90000 2.11691 2.03055 1628.79 1759.55 0.245518
90500 2.10652 1.93438 1632.3 1759.47 0.245529
91000 2.12076 2.02322 1619.32 1759.38 0.24554
91500 2.08906 2.06881 1636.42 1759.31 0.24555
92000 2.02203 2.00389 1676.5 1759.27 0.245557
92500 2.0643 2.01509 1645.51 1759.22 0.245564
93000 2.07171 2.03435 1637.22 1759.16 0.245572
93500 2.04741 2.03179 1649.49 1759.11 0.245579
94000 2.09528 2.02041 1615 1759.07 0.245584
94500 2.06468 2.03472 1631.33 1759.05 0.245588
95000 2.07206 1.98625 1623.11 1759.05 0.245588
95500 2.05211 1.9889 1632.36 1759.05 0.245587
96000 2.02597 1.98386 1645.8 1759.04 0.245588
96500 2.01523 2.06141 1649.05 1759.04 0.245589
97000 2.00708 2.09896 1650.69 1759.07 0.245585
97500 1.98945 2.0442 1658.73 1759.13 0.245575
98000 2.02337 1.96166 1633.26 1759.22 0.245564
98500 2.01228 2.05219 1636.51 1759.3 0.245552
99000 2.00085 1.99439 1640.42 1759.39 0.24554
99500 2.01108 2.00712 1630.09 1759.48 0.245527
100000 2.00887 1.99223 1627.88 1759.56 0.245516
100500 2.05411 1.94057 1595.2 1759.64 0.245505
101000 1.99877 2.00551 1627.16 1759.69 0.245498
101500 1.98375 2.05554 1633.29 1759.75 0.245489
102000 1.96007 1.9953 1645.18 1759.83 0.245478
102500 2.00411 1.90382 1613.35 1759.9 0.245468
103000 1.98561 2.02131 1621.4 1759.95 0.245461
