# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95256 2.52267 1781.78 1728.06 0.249992
1000 2.88742 2.49251 1823.05 1728.32 0.249954
1500 2.89016 2.53573 1819.53 1728.8 0.249885
2000 2.88768 2.53602 1818.98 1729.49 0.249785
2500 2.91796 2.45964 1796.49 1730.39 0.249654
3000 2.88586 2.43214 1813.75 1731.49 0.249495
3500 2.86214 2.46207 1824.74 1732.79 0.249309
4000 2.85529 2.45071 1824.32 1734.27 0.249097
4500 2.89118 2.52143 1795.35 1735.91 0.24886
5000 2.90689 2.4997 1778.87 1737.79 0.248592
5500 2.86085 2.47623 1801.88 1739.87 0.248294
6000 2.87567 2.54686 1784.4 1742.15 0.247969
6500 2.85837 2.39911 1787.77 1744.65 0.247614
7000 2.84122 2.4003 1790.16 1747.33 0.247235
7500 2.849 2.46805 1775.45 1750.17 0.246833
8000 2.83315 2.41864 1776.04 1753.18 0.24641
8500 2.79844 2.38618 1788.33 1756.35 0.245965
9000 2.80976 2.41701 1770.02 1759.67 0.2455
9500 2.79046 2.37183 1771.3 1763.16 0.245014
10000 2.79175 2.38389 1758.65 1766.8 0.244511
10500 2.7456 2.35003 1776.45 1770.57 0.24399
11000 2.74482 2.3258 1764.34 1774.47 0.243453
11500 2.76222 2.35918 1740.17 1778.49 0.242902
12000 2.77047 2.32933 1721.41 1782.64 0.242337
12500 2.77232 2.29774 1706.6 1786.89 0.24176
13000 2.75869 2.30762 1701.69 1791.23 0.241175
13500 2.65482 2.35055 1754.47 1795.67 0.240579
14000 2.71303 2.22959 1702.97 1800.19 0.239975
14500 2.71914 2.1467 1684.92 1804.77 0.239366
15000 2.67024 2.19007 1702.23 1809.36 0.238759
15500 2.6652 2.18143 1691.58 1813.96 0.238154
16000 2.6245 2.24518 1703.42 1818.55 0.237553
16500 2.6306 2.11254 1685.79 1823.14 0.236954
17000 2.59495 2.20668 1694.49 1827.7 0.236363
17500 2.61535 2.14873 1667.47 1832.24 0.235777
18000 2.63772 2.11622 1639.16 1836.75 0.235198
18500 2.53475 2.0734 1692.57 1841.2 0.23463
19000 2.53647 2.05869 1678.33 1845.57 0.234074
19500 2.63656 2.12698 1600.13 1849.86 0.233532
20000 2.58321 2.06208 1621.94 1854.07 0.233001
20500 2.57758 2.03638 1613.13 1858.18 0.232485
21000 2.53931 2.05954 1625.65 1862.19 0.231985
21500 2.53158 2.00176 1618.72 1866.1 0.231499
22000 2.47292 2.04823 1645.19 1869.89 0.231029
22500 2.42037 2.02535 1668.2 1873.55 0.230578
23000 2.47137 2.0114 1624.35 1877.08 0.230144
23500 2.46676 1.94897 1617.1 1880.48 0.229729
24000 2.45705 2.00187 1613.27 1883.74 0.229332
24500 2.48079 1.97114 1588.09 1886.86 0.228952
25000 2.46159 1.97999 1591 1889.86 0.228589
25500 2.49073 1.90773 1563.39 1892.7 0.228245
26000 2.45816 1.90062 1576.06 1895.38 0.227923
26500 2.42747 1.91632 1587.73 1897.87 0.227623
27000 2.44847 1.88505 1566.49 1900.21 0.227343
27500 2.42708 1.85217 1573.06 1902.38 0.227084
28000 2.37923 1.88942 1597.08 1904.35 0.226849
28500 2.36583 1.87947 1599.23 1906.14 0.226636
