# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95252 2.52258 1781.75 1728.08 0.249989
1000 2.88711 2.49211 1822.91 1728.46 0.249934
1500 2.88976 2.53573 1818.89 1729.15 0.249834
2000 2.88707 2.52013 1817.72 1730.16 0.249687
2500 2.85439 2.55929 1834.78 1731.49 0.249496
3000 2.90481 2.45452 1797.3 1733.14 0.249258
3500 2.87162 2.5412 1812.3 1735.13 0.248973
4000 2.931 2.45713 1767.12 1737.44 0.248642
4500 2.83733 2.45778 1820.05 1740.03 0.248271
5000 2.87435 2.4767 1787.41 1742.91 0.247862
5500 2.83675 2.42282 1802.36 1746.08 0.247411
6000 2.80878 2.54123 1809.73 1749.54 0.246922
6500 2.85744 2.42745 1766.9 1753.32 0.24639
7000 2.81811 2.44809 1779.93 1757.4 0.245818
7500 2.80956 2.41916 1772.54 1761.77 0.245208
8000 2.7848 2.4042 1775.03 1766.41 0.244564
8500 2.78597 2.32391 1760.37 1771.28 0.243891
9000 2.73277 2.32401 1780.17 1776.37 0.243193
9500 2.75445 2.36432 1750.75 1781.66 0.242471
10000 2.77891 2.36288 1718.86 1787.16 0.241724
10500 2.65856 2.31285 1780.71 1792.86 0.240956
11000 2.7126 2.20112 1729.66 1798.72 0.240171
11500 2.67021 2.23547 1740.52 1804.68 0.239378
12000 2.71011 2.30166 1697.14 1810.75 0.238575
12500 2.72657 2.1468 1669.51 1816.96 0.23776
13000 2.65048 2.21302 1701.14 1823.24 0.236941
13500 2.65021 2.19985 1683.54 1829.59 0.236119
14000 2.626 2.13837 1681.75 1835.99 0.235295
14500 2.60036 2.09633 1681.04 1842.4 0.234477
15000 2.62167 2.1157 1649.96 1848.78 0.233668
15500 2.6123 2.09895 1638.83 1855.13 0.232868
16000 2.59488 2.04346 1633.18 1861.43 0.232079
16500 2.5838 2.02131 1623.57 1867.67 0.231305
17000 2.59703 2.0342 1598.55 1873.81 0.230547
17500 2.53552 2.08415 1621.93 1879.85 0.229806
18000 2.50277 1.99441 1627.19 1885.8 0.229081
18500 2.51248 1.9344 1605.63 1891.62 0.228376
19000 2.50258 1.92298 1597.13 1897.27 0.227695
19500 2.46979 2.01319 1603.51 1902.77 0.227037
20000 2.4306 1.95257 1614.65 1908.12 0.2264
20500 2.44857 1.92358 1589.22 1913.32 0.225785
21000 2.45756 1.93618 1569.82 1918.36 0.225192
21500 2.46889 1.83793 1549.81 1923.24 0.224621
22000 2.46037 1.9187 1542.58 1927.92 0.224076
22500 2.44754 1.82036 1539.22 1932.41 0.223555
23000 2.41954 1.83978 1545.77 1936.7 0.223059
23500 2.36133 1.82883 1572.47 1940.81 0.222588
24000 2.42274 1.79957 1522.24 1944.72 0.22214
24500 2.36484 1.82689 1549.42 1948.44 0.221716
25000 2.39183 1.83738 1522.07 1951.98 0.221313
25500 2.34499 1.82662 1542.98 1955.36 0.220931
26000 2.38397 1.7836 1508.94 1958.57 0.220569
26500 2.37224 1.76246 1507.89 1961.62 0.220227
27000 2.29558 1.84786 1549.07 1964.49 0.219904
27500 2.33902 1.77435 1513.22 1967.21 0.2196
28000 2.35473 1.73289 1495.52 1969.76 0.219316
28500 2.3371 1.72237 1499.85 1972.13 0.219052
