# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.54139 2.36871 1788.63 1728.15 0.249978
1000 2.57755 2.33087 1763.17 1728.95 0.249863
1500 2.5241 2.39324 1793.38 1730.46 0.249644
2000 2.59526 2.30317 1741.34 1732.72 0.249319
2500 2.52128 2.38233 1781.09 1735.71 0.24889
3000 2.53077 2.31734 1764.9 1739.44 0.248356
3500 2.53017 2.25138 1753.72 1743.9 0.247721
4000 2.51138 2.28798 1752.27 1749.02 0.246996
4500 2.498 2.2152 1746.05 1754.82 0.24618
5000 2.50616 2.3082 1723.62 1761.25 0.245281
5500 2.50267 2.21416 1707.62 1768.34 0.244297
6000 2.47686 2.19507 1704.29 1776.05 0.243237
6500 2.42934 2.19704 1714.1 1784.33 0.242109
7000 2.45492 2.15522 1675.36 1793.12 0.240921
7500 2.39854 2.135 1688.49 1802.4 0.239681
8000 2.44167 2.01967 1636.95 1812.1 0.238398
8500 2.37635 2.05771 1654.7 1822.12 0.237087
9000 2.36706 1.9813 1636.2 1832.41 0.235756
9500 2.38376 2.0118 1600.63 1842.86 0.234419
10000 2.34357 1.94256 1601.37 1853.42 0.233083
10500 2.2891 1.88239 1611.98 1864.04 0.231755
11000 2.29325 1.94474 1584.87 1874.6 0.23045
11500 2.27789 1.88999 1570.06 1885.08 0.229168
12000 2.2524 1.88481 1562.41 1895.47 0.227912
12500 2.21457 1.8611 1563.28 1905.69 0.22669
13000 2.24 1.7932 1524.1 1915.69 0.225506
13500 2.20272 1.82723 1525.7 1925.45 0.224364
14000 2.21815 1.74244 1494.45 1934.93 0.223264
14500 2.17006 1.71164 1505.29 1944.1 0.222211
15000 2.15639 1.73645 1494.25 1952.94 0.221205
15500 2.11657 1.72353 1501.03 1961.47 0.220243
16000 2.11968 1.71773 1480.67 1969.7 0.219323
16500 2.08657 1.62514 1484.85 1977.64 0.218443
17000 2.09446 1.62023 1463.33 1985.24 0.217606
17500 1.99761 1.61718 1510.23 1992.54 0.216809
18000 2.02001 1.61523 1480.55 1999.54 0.216049
18500 2.04097 1.59482 1452.55 2006.28 0.215324
19000 2.0299 1.60719 1445.47 2012.76 0.214631
19500 2.0218 1.55562 1437.15 2019.04 0.213964
20000 2.05164 1.51003 1405.05 2025.08 0.213325
20500 2.03867 1.54858 1400.81 2030.86 0.212718
21000 2.01963 1.56372 1401 2036.43 0.212136
21500 1.9876 1.53024 1410.09 2041.84 0.211574
22000 1.97074 1.49893 1410.01 2047.04 0.211037
22500 1.9737 1.46327 1397.5 2052.01 0.210525
23000 2.00512 1.49542 1366.76 2056.76 0.21004
23500 1.93868 1.51068 1399.95 2061.32 0.209575
24000 1.92948 1.52193 1396.1 2065.71 0.209129
24500 1.93719 1.52157 1381.43 2069.97 0.208699
25000 1.92741 1.43039 1378.8 2074.09 0.208284
25500 1.91706 1.43142 1376.84 2078.04 0.207889
26000 1.92565 1.44363 1362.83 2081.77 0.207515
26500 1.944 1.4423 1342.85 2085.31 0.207163
27000 1.92056 1.37367 1350.33 2088.67 0.20683
