# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95242 2.5224 1781.69 1728.12 0.249982
1000 2.88649 2.4913 1822.63 1728.73 0.249895
1500 2.88911 2.53597 1817.52 1729.86 0.249731
2000 2.88682 2.48958 1814.54 1731.51 0.249493
2500 2.90115 2.44387 1799.28 1733.68 0.24918
3000 2.84714 2.57472 1826.29 1736.36 0.248796
3500 2.92004 2.44275 1770.43 1739.56 0.248339
4000 2.87527 2.42962 1789.06 1743.28 0.247809
4500 2.92257 2.47982 1746.23 1747.51 0.247209
5000 2.87644 2.40297 1763.27 1752.25 0.24654
5500 2.85548 2.35956 1762.65 1757.47 0.245808
6000 2.81241 2.41331 1774.69 1763.16 0.245015
6500 2.81012 2.39422 1759.2 1769.33 0.24416
7000 2.80573 2.37199 1744.1 1775.96 0.243249
7500 2.8176 2.24156 1718.16 1783 0.242288
8000 2.7491 2.34234 1742.73 1790.42 0.241285
8500 2.69581 2.28515 1756.89 1798.2 0.24024
9000 2.70975 2.25691 1727.26 1806.3 0.239163
9500 2.70933 2.21162 1705.84 1814.68 0.238058
10000 2.7177 2.18218 1678.72 1823.31 0.236933
10500 2.68655 2.17331 1676.19 1832.14 0.23579
11000 2.67546 2.15815 1660.62 1841.15 0.234636
11500 2.66815 2.11557 1642.47 1850.3 0.233476
12000 2.62155 2.10464 1650.03 1859.53 0.232318
12500 2.59286 2.01685 1646.38 1868.76 0.23117
13000 2.58951 2.02241 1626.35 1877.97 0.230036
13500 2.51791 2.0451 1650.34 1887.13 0.22892
14000 2.5369 1.98356 1616.33 1896.21 0.227824
14500 2.53851 1.98302 1593.9 1905.17 0.226752
15000 2.52506 1.98276 1581.35 1914 0.225706
15500 2.49714 1.88266 1579.07 1922.66 0.224689
16000 2.49928 1.9191 1557.64 1931.14 0.223703
16500 2.45463 1.92792 1566.91 1939.42 0.222747
17000 2.45579 1.8755 1547.14 1947.51 0.221822
17500 2.43602 1.83112 1541.91 1955.39 0.220928
18000 2.44521 1.79883 1518.33 1963.05 0.220066
18500 2.41404 1.81915 1521.28 1970.48 0.219236
19000 2.43539 1.74525 1490.85 1977.71 0.218434
19500 2.41338 1.72332 1489.17 1984.74 0.217661
20000 2.38673 1.74651 1490.73 1991.55 0.216917
20500 2.3269 1.69325 1514.71 1998.17 0.216198
21000 2.35249 1.73816 1483.53 2004.6 0.215504
21500 2.31961 1.68809 1490.73 2010.86 0.214833
22000 2.32349 1.68543 1474.58 2016.96 0.214184
22500 2.28889 1.65668 1483.69 2022.89 0.213556
23000 2.34203 1.6674 1436.33 2028.67 0.212947
23500 2.30146 1.69097 1449.78 2034.33 0.212355
24000 2.28527 1.59039 1448.25 2039.86 0.211779
24500 2.25438 1.6431 1456.11 2045.27 0.211219
25000 2.2697 1.65274 1434.53 2050.56 0.210675
25500 2.23162 1.58947 1447.89 2055.75 0.210143
26000 2.23277 1.63216 1435.92 2060.82 0.209625
26500 2.27814 1.56751 1395.92 2065.78 0.209122
27000 2.20272 1.59162 1434.21 2070.64 0.208632
27500 2.24431 1.5405 1397.16 2075.39 0.208154
28000 2.20563 1.58188 1411.91 2080.02 0.20769
28500 2.16535 1.54013 1428.52 2084.55 0.207239
29000 2.17361 1.52579 1413.91 2088.97 0.206801
29500 2.20143 1.55004 1386.5 2093.27 0.206375
30000 2.16709 1.54143 1399.72 2097.49 0.205961
30500 2.18473 1.50703 1379.52 2101.6 0.205558
31000 2.13217 1.49479 1405.01 2105.61 0.205166
31500 2.15773 1.49105 1380.16 2109.51 0.204787
32000 2.11855 1.52543 1397.12 2113.32 0.204418
32500 2.16786 1.47281 1357.32 2117.03 0.204059
33000 2.13262 1.45021 1372.55 2120.63 0.203713
33500 2.15727 1.49886 1348.66 2124.12 0.203378
34000 2.1263 1.49522 1361.22 2127.53 0.203052
34500 2.14505 1.51931 1341.44 2130.86 0.202735
35000 2.12686 1.45115 1346.26 2134.11 0.202427
35500 2.07719 1.4421 1371.56 2137.24 0.20213
36000 2.07962 1.47681 1363.18 2140.26 0.201845
36500 2.06785 1.43451 1364.31 2143.17 0.20157
37000 2.0752 1.49087 1352.87 2145.98 0.201307
37500 2.08206 1.46269 1342.19 2148.68 0.201054
38000 2.06802 1.46448 1345.11 2151.29 0.200809
38500 2.06597 1.37294 1340.78 2153.81 0.200575
39000 2.09546 1.39871 1315.79 2156.19 0.200353
39500 2.06474 1.40659 1330.09 2158.44 0.200144
40000 2.04261 1.4106 1339.04 2160.57 0.199948
40500 2.01253 1.40663 1353.35 2162.56 0.199763
41000 2.06855 1.42653 1311.95 2164.43 0.199591
41500 2.05671 1.40825 1314.75 2166.19 0.199429
42000 2.02173 1.3823 1332.74 2167.82 0.199278
42500 2.03291 1.32957 1321.25 2169.34 0.199139
43000 2.03387 1.39654 1316.07 2170.7 0.199014
43500 2.00671 1.38713 1329.6 2171.95 0.198899
44000 2.01008 1.35708 1323.41 2173.08 0.198796
44500 2.04292 1.31176 1298.46 2174.06 0.198707
45000 2.04894 1.33052 1290.93 2174.88 0.198632
45500 2.0287 1.34509 1300.57 2175.54 0.198571
46000 2.00634 1.37983 1311.82 2176.07 0.198523
46500 1.99652 1.34661 1315.17 2176.48 0.198486
47000 2.02341 1.35722 1294.74 2176.77 0.198459
47500 1.99084 1.35592 1313.11 2176.95 0.198443
48000 1.98994 1.38298 1310.94 2177.01 0.198437
48500 2.00146 1.3129 1301.16 2176.97 0.198441
49000 2.0238 1.3578 1284.1 2176.78 0.198458
49500 2.00357 1.36319 1294.81 2176.48 0.198485
50000 1.96943 1.35227 1315 2176.08 0.198522
50500 1.97216 1.33409 1311.48 2175.56 0.198569
51000 1.98367 1.38187 1302 2174.93 0.198627
51500 1.96016 1.3735 1315.75 2174.2 0.198693
52000 1.99011 1.33869 1294.88 2173.38 0.198768
52500 1.96698 1.29977 1308.56 2172.44 0.198855
53000 1.96375 1.3951 1309.04 2171.38 0.198952
53500 1.95638 1.34029 1313 2170.23 0.199057
54000 1.98048 1.33511 1296.16 2168.98 0.199172
54500 1.9409 1.286 1321.05 2167.62 0.199297
55000 1.98024 1.35038 1294.74 2166.14 0.199433
55500 1.97004 1.40846 1300.62 2164.56 0.199579
56000 1.97501 1.37503 1296.98 2162.91 0.199731
56500 1.94292 1.34211 1317.53 2161.19 0.19989
57000 1.93639 1.34138 1321.43 2159.38 0.200058
57500 2.01259 1.37016 1271.75 2157.48 0.200233
58000 1.94179 1.36664 1317.57 2155.51 0.200417
58500 1.92931 1.40661 1325.62 2153.48 0.200606
59000 1.95715 1.40304 1307.75 2151.41 0.200798
59500 1.93524 1.37266 1322.21 2149.31 0.200995
60000 1.94264 1.37834 1317.58 2147.14 0.201198
60500 1.96473 1.39743 1303.53 2144.92 0.201406
61000 1.97167 1.41365 1299.32 2142.66 0.201618
61500 1.95698 1.37507 1309.28 2140.37 0.201834
62000 1.94273 1.36427 1318.82 2138.04 0.202055
62500 1.91359 1.42916 1337.98 2135.65 0.20228
63000 1.91539 1.35268 1337.75 2133.23 0.20251
63500 1.92965 1.41225 1328.83 2130.76 0.202745
64000 1.93919 1.34132 1323.62 2128.26 0.202983
64500 1.92929 1.3874 1330.51 2125.71 0.203227
65000 1.90222 1.42405 1348.77 2123.12 0.203474
65500 1.94524 1.36643 1322.03 2120.51 0.203724
66000 1.91757 1.38669 1340.71 2117.87 0.203978
66500 1.9334 1.36935 1331.38 2115.19 0.204237
67000 1.92971 1.40569 1334.68 2112.48 0.204499
67500 1.9456 1.45379 1325.26 2109.77 0.204761
68000 1.92347 1.44574 1340.73 2107.09 0.205022
68500 1.92958 1.3867 1337.88 2104.42 0.205282
69000 1.98571 1.41488 1302.31 2101.72 0.205546
69500 1.93893 1.3918 1333.57 2099.01 0.205811
70000 1.93773 1.48451 1335.13 2096.29 0.206078
70500 1.95747 1.4203 1323.41 2093.6 0.206344
71000 1.9015 1.46422 1360.58 2090.91 0.206609
71500 1.91482 1.46938 1353.1 2088.25 0.206872
72000 1.90308 1.41704 1361.87 2085.62 0.207132
72500 1.94576 1.40465 1335.02 2083 0.207393
73000 1.911 1.4635 1358.2 2080.37 0.207655
73500 1.92025 1.4119 1353.24 2077.75 0.207917
74000 1.88851 1.4499 1374.63 2075.14 0.208178
74500 1.95763 1.44552 1330.71 2072.55 0.208439
75000 1.93355 1.44923 1346.96 2069.97 0.208699
75500 1.90269 1.45642 1367.86 2067.39 0.20896
76000 1.90424 1.47129 1367.65 2064.83 0.209218
76500 1.91129 1.45452 1364.09 2062.32 0.209473
77000 1.90735 1.46529 1367.4 2059.83 0.209726
77500 1.87537 1.48465 1388.82 2057.4 0.209974
78000 1.8959 1.47123 1376.22 2055.01 0.210218
78500 1.89224 1.4965 1379.12 2052.65 0.21046
79000 1.90661 1.46685 1370.56 2050.34 0.210697
79500 1.91167 1.47344 1367.81 2048.06 0.210931
80000 1.94472 1.4588 1346.72 2045.82 0.211163
80500 1.88105 1.42721 1388.44 2043.6 0.211392
81000 1.93675 1.48123 1352.38 2041.4 0.211619
81500 1.92461 1.47978 1360.6 2039.24 0.211844
82000 1.89777 1.49745 1378.15 2037.11 0.212065
82500 1.88861 1.47299 1384.41 2035.03 0.212282
83000 1.88496 1.47622 1387 2032.96 0.212498
83500 1.88982 1.46791 1383.96 2030.93 0.21271
84000 1.86791 1.44665 1398.45 2028.92 0.212921
84500 1.83981 1.51693 1416.46 2026.93 0.21313
85000 1.8731 1.51311 1394.99 2024.98 0.213335
85500 1.86758 1.46456 1398.78 2023.08 0.213536
86000 1.89396 1.51045 1381.5 2021.21 0.213733
86500 1.91643 1.47685 1366.8 2019.39 0.213926
87000 1.91747 1.47102 1365.92 2017.6 0.214116
87500 1.8899 1.48596 1383.35 2015.84 0.214303
88000 1.88923 1.54827 1383.33 2014.11 0.214486
88500 1.85809 1.53442 1403.31 2012.45 0.214664
89000 1.86238 1.51749 1400.08 2010.85 0.214835
89500 1.86696 1.50718 1396.75 2009.29 0.215002
90000 1.84484 1.52706 1410.51 2007.76 0.215165
90500 1.91562 1.58232 1363.87 2006.29 0.215323
91000 1.86996 1.49169 1393 2004.9 0.215472
91500 1.84761 1.52057 1406.64 2003.55 0.215618
92000 1.84275 1.53154 1408.85 2002.23 0.21576
92500 1.88071 1.47632 1383.56 2000.96 0.215896
93000 1.86652 1.53013 1391.59 1999.72 0.21603
93500 1.85399 1.53558 1398.65 1998.52 0.21616
94000 1.81951 1.56764 1419.77 1997.37 0.216284
94500 1.84415 1.51619 1402.82 1996.28 0.216403
95000 1.83203 1.51835 1409.55 1995.24 0.216516
95500 1.80262 1.57909 1427.17 1994.24 0.216624
96000 1.83879 1.51493 1402.54 1993.29 0.216727
96500 1.8642 1.52018 1384.58 1992.38 0.216826
97000 1.80624 1.56409 1420.53 1991.51 0.21692
97500 1.84204 1.53185 1395.9 1990.69 0.21701
98000 1.86723 1.5357 1377.92 1989.91 0.217095
98500 1.83821 1.51667 1395.16 1989.17 0.217176
99000 1.82083 1.47727 1404.76 1988.45 0.217255
99500 1.84728 1.53454 1385.65 1987.75 0.217331
100000 1.86421 1.48308 1373.04 1987.08 0.217404
100500 1.81433 1.52929 1403.3 1986.44 0.217475
101000 1.83349 1.51262 1389.03 1985.82 0.217543
101500 1.83903 1.49802 1383.55 1985.22 0.217608
102000 1.82748 1.44697 1389.25 1984.63 0.217672
102500 1.83915 1.43743 1379.97 1984.03 0.217739
103000 1.82278 1.50016 1388.4 1983.42 0.217806
103500 1.80049 1.5162 1400.95 1982.82 0.217872
104000 1.77928 1.50628 1412.94 1982.25 0.217934
104500 1.78951 1.51361 1404.41 1981.71 0.217993
