# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95247 2.52249 1781.72 1728.1 0.249985
1000 2.8868 2.4917 1822.77 1728.59 0.249914
1500 2.88933 2.53605 1818.25 1729.5 0.249783
2000 2.88591 2.50241 1816.77 1730.84 0.24959
2500 2.91511 2.46233 1792.91 1732.59 0.249338
3000 2.87781 2.49265 1810.8 1734.73 0.24903
3500 2.89793 2.49198 1790.37 1737.29 0.248663
4000 2.87933 2.45768 1793.74 1740.26 0.248239
4500 2.84346 2.4571 1807.2 1743.64 0.247757
5000 2.83593 2.50135 1801.02 1747.43 0.247221
5500 2.82047 2.46885 1799.07 1751.63 0.246628
6000 2.81834 2.46642 1787.06 1756.24 0.245981
6500 2.83535 2.416 1761.83 1761.25 0.245281
7000 2.78518 2.43839 1779.06 1766.63 0.244534
7500 2.76766 2.36029 1774.64 1772.37 0.243742
8000 2.75275 2.32135 1767.76 1778.43 0.242912
8500 2.76881 2.34369 1739.58 1784.8 0.242044
9000 2.76991 2.21332 1721.26 1791.47 0.241143
9500 2.77977 2.28969 1695.73 1798.39 0.240215
10000 2.74359 2.22178 1700.27 1805.56 0.239261
10500 2.68498 2.25897 1718.7 1812.92 0.23829
11000 2.70725 2.17305 1684.38 1820.46 0.237303
11500 2.64527 2.20098 1704.21 1828.15 0.236305
12000 2.67949 2.13249 1662 1835.95 0.235301
12500 2.6421 2.11629 1665.77 1843.83 0.234295
13000 2.62276 2.12917 1657.94 1851.75 0.233293
13500 2.59304 2.11668 1656.88 1859.7 0.232296
14000 2.56415 2.04346 1655.58 1867.63 0.23131
14500 2.58818 1.98579 1620.45 1875.51 0.230338
15000 2.5172 2.0775 1646.61 1883.3 0.229385
15500 2.60582 1.89611 1570.51 1890.99 0.228453
16000 2.50995 1.88027 1614.24 1898.52 0.227546
16500 2.51516 1.91968 1592.79 1905.89 0.226666
17000 2.46125 1.96354 1610.07 1913.08 0.225815
17500 2.47208 1.87786 1586.06 1920.08 0.224991
18000 2.48274 1.91885 1562.15 1926.9 0.224194
18500 2.49419 1.88247 1538.5 1933.53 0.223425
19000 2.4679 1.84346 1539.66 1939.97 0.222684
19500 2.41478 1.84439 1558.83 1946.22 0.221969
20000 2.39591 1.81516 1556.49 1952.25 0.221284
20500 2.44721 1.81563 1508.89 1958.07 0.220625
21000 2.39982 1.76372 1526.06 1963.7 0.219993
21500 2.36402 1.79092 1535.92 1969.12 0.219388
22000 2.37063 1.75826 1518.77 1974.35 0.218807
22500 2.36524 1.75764 1510.26 1979.37 0.218251
23000 2.36071 1.74705 1501.16 1984.22 0.217718
23500 2.34267 1.71938 1501.48 1988.89 0.217207
24000 2.37522 1.69702 1469.42 1993.38 0.216718
24500 2.35034 1.71786 1474.79 1997.7 0.216249
25000 2.40279 1.67912 1430.53 2001.86 0.215799
25500 2.30117 1.66274 1486.4 2005.87 0.215368
26000 2.33789 1.6971 1452.92 2009.72 0.214956
26500 2.30131 1.67775 1467.48 2013.42 0.21456
27000 2.25353 1.70281 1489.34 2016.99 0.214181
27500 2.28301 1.60785 1461.89 2020.43 0.213816
28000 2.247 1.63334 1476.92 2023.72 0.213469
28500 2.2701 1.66335 1453.85 2026.86 0.213137
29000 2.24941 1.59731 1459.66 2029.87 0.212821
29500 2.25511 1.674 1448.19 2032.75 0.21252
30000 2.25281 1.63407 1442.54 2035.52 0.212231
30500 2.22827 1.65117 1451.3 2038.18 0.211954
31000 2.22326 1.66439 1447.46 2040.74 0.211688
31500 2.2214 1.60757 1442.19 2043.22 0.211431
32000 2.2675 1.63568 1405.65 2045.58 0.211187
32500 2.22506 1.61869 1426.84 2047.83 0.210955
33000 2.19017 1.62013 1443.5 2049.97 0.210735
33500 2.19051 1.63924 1437.31 2052.01 0.210526
34000 2.16192 1.58376 1450.3 2053.94 0.210327
34500 2.19557 1.57922 1423.12 2055.75 0.210143
35000 2.22231 1.5574 1400.68 2057.42 0.209971
35500 2.17182 1.58753 1428.2 2058.97 0.209814
36000 2.15591 1.589 1433.77 2060.4 0.209668
36500 2.2094 1.58394 1394.39 2061.73 0.209532
