# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.68316 2.40551 1761.57 1728.19 0.249972
1000 2.66218 2.3272 1772.75 1729.17 0.249831
1500 2.60864 2.31797 1802.62 1731.02 0.249564
2000 2.64253 2.41876 1773.26 1733.73 0.249174
2500 2.64524 2.37079 1762.03 1737.34 0.248656
3000 2.66558 2.29317 1737.43 1741.84 0.248014
3500 2.58194 2.28409 1777.79 1747.19 0.247254
4000 2.62319 2.34613 1734.68 1753.4 0.246379
4500 2.61035 2.31813 1724.53 1760.49 0.245387
5000 2.55658 2.29242 1739.05 1768.43 0.244285
5500 2.55155 2.25211 1720.47 1777.17 0.243084
6000 2.59128 2.21023 1671.21 1786.64 0.241795
6500 2.54669 2.18486 1674.87 1796.81 0.240426
7000 2.51138 2.14487 1671.53 1807.62 0.238989
7500 2.50162 2.14454 1650.36 1818.98 0.237497
8000 2.5004 2.07961 1623.29 1830.79 0.235965
8500 2.42675 2.03656 1642.69 1842.96 0.234407
9000 2.43983 1.98598 1605.51 1855.37 0.232838
9500 2.40615 1.95088 1599.14 1867.93 0.231272
10000 2.31448 1.87819 1630.89 1880.51 0.229726
10500 2.31625 1.90335 1602.04 1893.02 0.228208
11000 2.28391 1.9153 1595.17 1905.4 0.226724
11500 2.36126 1.84261 1518.13 1917.63 0.225278
12000 2.30533 1.79705 1528.59 1929.62 0.223879
12500 2.27291 1.80288 1524.2 1941.32 0.22253
13000 2.26812 1.76273 1503.26 1952.71 0.221232
13500 2.23121 1.73414 1503.56 1963.77 0.219985
14000 2.19775 1.75573 1502.42 1974.52 0.218788
14500 2.20692 1.65315 1474.71 1984.97 0.217636
15000 2.19494 1.63962 1461.54 1995.13 0.216528
15500 2.17672 1.67446 1452.99 2004.99 0.215463
16000 2.18566 1.65758 1427.47 2014.6 0.214435
16500 2.13988 1.59425 1437.77 2024.02 0.213437
17000 2.1374 1.58222 1420.83 2033.24 0.212469
17500 2.1021 1.57219 1425.57 2042.29 0.211528
18000 2.1312 1.55907 1389.16 2051.16 0.210612
18500 2.06574 1.49137 1414.66 2059.9 0.209719
19000 2.05585 1.46267 1404.8 2068.49 0.208849
19500 2.02411 1.54778 1409.32 2076.91 0.208002
20000 2.02656 1.47339 1391.91 2085.24 0.207171
20500 1.96424 1.51235 1416.31 2093.51 0.206353
21000 1.98045 1.4552 1390.7 2101.71 0.205547
21500 2.01927 1.53505 1350.11 2109.83 0.204756
22000 1.97889 1.4388 1361.5 2117.92 0.203974
22500 1.96589 1.3932 1355.56 2125.95 0.203204
23000 1.95352 1.37358 1349.37 2133.88 0.202449
23500 1.95885 1.39555 1331.85 2141.71 0.201709
24000 1.95054 1.36227 1323.82 2149.44 0.200982
24500 1.89654 1.39424 1345.44 2157.06 0.200273
25000 1.92211 1.33466 1316 2164.58 0.199577
25500 1.90417 1.33827 1314.87 2171.99 0.198896
26000 1.90001 1.33467 1304.99 2179.28 0.198231
26500 1.9329 1.32754 1271.5 2186.44 0.197582
27000 1.9234 1.30157 1265.83 2193.46 0.196949
27500 1.87965 1.32488 1282.47 2200.35 0.196333
28000 1.83128 1.31292 1302.21 2207.12 0.195731
28500 1.83218 1.30533 1290.46 2213.76 0.195143
29000 1.8609 1.2307 1261.13 2220.27 0.194571
29500 1.84714 1.28404 1259.21 2226.61 0.194017
30000 1.8235 1.26105 1264.19 2232.79 0.19348
30500 1.84747 1.27272 1238.52 2238.81 0.19296
31000 1.79236 1.23165 1264.38 2244.66 0.192457
31500 1.79838 1.22738 1251.08 2250.34 0.191971
32000 1.84333 1.22514 1212.46 2255.83 0.191504
32500 1.77355 1.24716 1248.51 2261.17 0.191052
33000 1.79661 1.19467 1225.01 2266.32 0.190617
33500 1.81323 1.17116 1205.93 2271.28 0.190201
34000 1.79845 1.20601 1207.1 2276.02 0.189805
34500 1.77144 1.21507 1216.49 2280.59 0.189425
35000 1.77424 1.17464 1206.82 2285 0.189059
35500 1.77993 1.17049 1195.69 2289.24 0.188709
36000 1.7788 1.19134 1188.99 2293.28 0.188376
36500 1.77779 1.13077 1182.62 2297.16 0.188058
37000 1.77621 1.17291 1176.45 2300.87 0.187755
37500 1.74747 1.17967 1188.21 2304.42 0.187466
38000 1.7604 1.14742 1173.25 2307.81 0.187191
38500 1.77571 1.07579 1157.24 2311.02 0.186931
39000 1.76282 1.14935 1159.16 2314.03 0.186688
39500 1.70974 1.14956 1187.57 2316.86 0.186459
40000 1.75701 1.11293 1151.32 2319.53 0.186244
40500 1.73755 1.11882 1158.32 2322.03 0.186044
41000 1.74867 1.11899 1145.83 2324.34 0.185859
41500 1.7629 1.08727 1131.44 2326.47 0.185689
42000 1.735 1.13491 1144.3 2328.41 0.185535
42500 1.70716 1.11842 1157.66 2330.2 0.185392
