# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.6833 2.40585 1761.68 1728.11 0.249984
1000 2.66284 2.32961 1773.51 1728.66 0.249904
1500 2.60925 2.32504 1805.32 1729.7 0.249754
2000 2.65267 2.41466 1772.59 1731.22 0.249534
2500 2.6332 2.42722 1779.39 1733.25 0.249243
3000 2.62052 2.34587 1780.62 1735.78 0.248879
3500 2.58394 2.34116 1795.83 1738.82 0.248445
4000 2.61539 2.34879 1765.44 1742.32 0.247945
4500 2.63827 2.31307 1739.58 1746.31 0.247379
5000 2.57276 2.27852 1769.94 1750.75 0.246752
5500 2.61104 2.30047 1731.81 1755.6 0.246071
6000 2.57966 2.25679 1737.34 1760.89 0.24533
6500 2.55101 2.26933 1739.8 1766.65 0.244531
7000 2.53902 2.2312 1730.8 1772.84 0.243678
7500 2.54667 2.19278 1708.22 1779.41 0.242778
8000 2.5512 2.20908 1686.61 1786.33 0.241837
8500 2.51601 2.16375 1690.13 1793.57 0.240861
9000 2.46602 2.15389 1702.77 1801.1 0.239854
9500 2.47729 2.10079 1675.21 1808.89 0.238821
10000 2.45272 2.03937 1670.52 1816.9 0.237768
10500 2.43132 2.10793 1663.4 1825.06 0.236705
11000 2.4702 2.0614 1616.81 1833.35 0.235635
11500 2.43174 2.02123 1620.19 1841.76 0.234559
12000 2.38024 2.04015 1632.09 1850.22 0.233486
12500 2.39317 1.94153 1602.83 1858.68 0.232423
13000 2.35655 1.92953 1605.87 1867.09 0.231376
13500 2.34499 1.93898 1592.73 1875.41 0.23035
14000 2.3122 1.95405 1593.37 1883.63 0.229345
14500 2.29558 1.91749 1584.36 1891.73 0.228363
15000 2.27166 1.87508 1580.57 1899.65 0.22741
15500 2.311 1.82007 1536.5 1907.38 0.226489
16000 2.22541 1.8313 1573.78 1914.9 0.2256
16500 2.245 1.83212 1543.48 1922.18 0.224745
17000 2.24124 1.80655 1528.81 1929.25 0.223922
17500 2.2315 1.803 1518.49 1936.07 0.223132
18000 2.20828 1.73003 1518 1942.65 0.222376
18500 2.16298 1.76393 1532.29 1948.95 0.221658
19000 2.17425 1.75094 1510.63 1954.98 0.220974
19500 2.14647 1.79163 1514.35 1960.77 0.220322
20000 2.14953 1.74904 1498.92 1966.34 0.219697
20500 2.15462 1.67183 1482.9 1971.69 0.219102
21000 2.17358 1.68737 1458.39 1976.78 0.218538
21500 2.11208 1.66118 1486.77 1981.61 0.218005
22000 2.11531 1.69461 1473.4 1986.2 0.217501
22500 2.15321 1.66413 1438.28 1990.56 0.217024
23000 2.13948 1.60412 1437.3 1994.69 0.216575
23500 2.09908 1.6596 1453.46 1998.59 0.216153
24000 2.10411 1.5533 1441.41 2002.27 0.215755
24500 2.09553 1.62133 1437.94 2005.73 0.215384
25000 2.05903 1.61076 1453.21 2008.96 0.215037
25500 2.07748 1.59152 1433.49 2012 0.214712
26000 2.07041 1.5903 1430.37 2014.84 0.21441
