# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.47787 2.41175 1797.28 1728.25 0.249964
1000 2.55586 2.29739 1743.74 1729.5 0.249784
1500 2.51977 2.40586 1760.66 1731.84 0.249446
2000 2.56233 2.30079 1724.53 1735.29 0.248949
2500 2.48033 2.30531 1765.88 1739.84 0.248299
3000 2.47002 2.30262 1758.11 1745.46 0.247499
3500 2.45076 2.22985 1753.98 1752.14 0.246556
4000 2.47863 2.22188 1716.84 1759.84 0.245478
4500 2.48238 2.18258 1693.1 1768.5 0.244276
5000 2.43914 2.15459 1698.07 1778.08 0.24296
5500 2.38726 2.16062 1706.63 1788.5 0.241544
6000 2.40908 2.09533 1666.21 1799.71 0.24004
6500 2.37314 2.09141 1660.91 1811.63 0.23846
7000 2.35167 2.02432 1645.67 1824.17 0.236821
7500 2.33373 1.98435 1627.39 1837.2 0.235141
8000 2.33291 1.95222 1598.24 1850.56 0.233443
8500 2.30676 1.85186 1585.68 1864.11 0.231747
9000 2.25425 1.9212 1589.34 1877.71 0.230068
9500 2.19368 1.85517 1598.89 1891.31 0.228414
10000 2.21846 1.80632 1553.77 1904.79 0.226798
10500 2.22101 1.74487 1524.43 1918.01 0.225234
11000 2.17735 1.78915 1525.2 1930.91 0.223729
11500 2.1757 1.7567 1499.45 1943.49 0.222282
12000 2.1659 1.72161 1480.21 1955.71 0.220893
12500 2.15871 1.67001 1460.34 1967.56 0.219562
13000 2.11847 1.70897 1462.02 1979.05 0.218287
13500 2.03339 1.64095 1494.02 1990.25 0.217059
14000 2.06281 1.60809 1452.98 2001.14 0.215878
14500 2.04408 1.5695 1443.81 2011.72 0.214743
15000 2.01359 1.5872 1442.89 2022.02 0.213648
15500 2.03257 1.56961 1410.42 2032.12 0.212587
16000 1.98855 1.53222 1419.56 2042.01 0.211556
16500 2.03477 1.51209 1370.9 2051.72 0.210556
17000 1.97552 1.47446 1390.87 2061.25 0.209582
17500 1.92819 1.47378 1404.26 2070.61 0.208635
18000 1.94915 1.50365 1373.31 2079.8 0.207713
18500 1.95505 1.37843 1353.08 2088.86 0.206812
19000 1.93825 1.3693 1347.9 2097.76 0.205934
19500 1.91809 1.38529 1345.46 2106.48 0.205082
20000 1.95676 1.33945 1305.3 2115.01 0.204254
20500 1.92501 1.38718 1310.99 2123.38 0.20345
21000 1.90451 1.41045 1309.58 2131.6 0.202665
21500 1.89475 1.34786 1301.71 2139.72 0.201896
22000 1.90471 1.3044 1281.46 2147.71 0.201145
22500 1.8711 1.30757 1289.66 2155.55 0.200413
23000 1.86483 1.29669 1280.76 2163.22 0.199702
23500 1.84621 1.29941 1279.9 2170.73 0.199011
24000 1.80758 1.24819 1292.86 2178.05 0.198342
24500 1.84026 1.27189 1259.61 2185.16 0.197697
25000 1.84435 1.30965 1244.94 2192.11 0.19707
25500 1.82328 1.29502 1246.77 2198.93 0.196459
26000 1.79635 1.26459 1252.59 2205.63 0.195863
26500 1.79497 1.24944 1242.41 2212.18 0.195282
27000 1.76024 1.24305 1253.99 2218.56 0.194721
27500 1.74532 1.29377 1252.75 2224.76 0.194179
28000 1.7418 1.18335 1245.07 2230.79 0.193653
28500 1.76907 1.21766 1217.31 2236.62 0.193149
29000 1.75747 1.1852 1215.08 2242.24 0.192665
29500 1.74341 1.23655 1214.37 2247.65 0.192201
30000 1.76797 1.15899 1189.55 2252.89 0.191754
30500 1.77565 1.14945 1175.73 2257.9 0.191328
31000 1.70207 1.1796 1214.67 2262.67 0.190925
31500 1.69727 1.17363 1209.43 2267.22 0.190542
32000 1.72906 1.17926 1180.77 2271.58 0.190176
32500 1.7152 1.16191 1181.79 2275.75 0.189828
33000 1.69271 1.16819 1188.82 2279.7 0.189499
33500 1.68211 1.13856 1188.37 2283.44 0.189188
34000 1.70913 1.15192 1163.53 2286.99 0.188895
34500 1.67472 1.16841 1178.65 2290.37 0.188616
35000 1.65424 1.13693 1185.37 2293.56 0.188354
35500 1.63343 1.12045 1192.47 2296.56 0.188108
36000 1.62744 1.11078 1190.14 2299.34 0.18788
36500 1.58927 1.13304 1208.76 2301.9 0.187671
37000 1.61697 1.11443 1185.22 2304.25 0.187479
37500 1.66215 1.1087 1150.54 2306.39 0.187305
38000 1.6678 1.12129 1141.45 2308.33 0.187148
38500 1.64461 1.12043 1151.3 2310.07 0.187008
39000 1.66845 1.08788 1130.92 2311.63 0.186881
39500 1.66398 1.06925 1129.13 2312.99 0.186771
40000 1.66705 1.05316 1122.62 2314.12 0.18668
40500 1.64555 1.09427 1132.06 2315.03 0.186607
41000 1.62699 1.09138 1140.08 2315.73 0.18655
41500 1.60962 1.09807 1147.53 2316.27 0.186507
42000 1.59899 1.09338 1150.79 2316.66 0.186475
42500 1.60856 1.06247 1141.08 2316.89 0.186457
