# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95261 2.52276 1781.8 1728.03 0.249995
1000 2.88774 2.49291 1823.19 1728.18 0.249974
1500 2.89038 2.53657 1820.29 1728.44 0.249936
2000 2.88333 2.54434 1823.43 1728.82 0.249882
2500 2.89246 2.51944 1815.64 1729.29 0.249814
3000 2.93725 2.50296 1784.22 1729.89 0.249727
3500 2.90524 2.51123 1801.98 1730.62 0.249622
4000 2.84998 2.58765 1834.14 1731.47 0.249498
4500 2.8543 2.5213 1827.65 1732.45 0.249358
5000 2.90099 2.46585 1793.23 1733.53 0.249202
5500 2.87962 2.52668 1802.21 1734.72 0.249032
6000 2.85582 2.48603 1812.49 1736.01 0.248847
6500 2.86405 2.44872 1801.64 1737.41 0.248647
7000 2.83762 2.48941 1812.67 1738.9 0.248433
7500 2.87241 2.45055 1783.91 1740.48 0.248207
8000 2.83339 2.42871 1802.54 1742.16 0.247968
8500 2.8747 2.4534 1768.65 1743.91 0.247719
9000 2.84684 2.45244 1779.19 1745.75 0.247459
9500 2.84417 2.39965 1773.35 1747.66 0.247188
10000 2.76696 2.48152 1815.17 1749.62 0.246911
10500 2.82477 2.34978 1769.96 1751.64 0.246627
11000 2.78425 2.40259 1787.75 1753.69 0.246337
11500 2.77891 2.35261 1782.71 1755.8 0.246042
12000 2.77321 2.43877 1777.27 1757.95 0.24574
12500 2.78194 2.34371 1762.97 1760.16 0.245432
13000 2.76485 2.36992 1764.6 1762.39 0.245122
13500 2.73105 2.33846 1777.41 1764.65 0.244808
14000 2.78807 2.26549 1731.16 1766.94 0.244491
14500 2.75847 2.29961 1740.81 1769.23 0.244174
15000 2.76865 2.26954 1724.87 1771.52 0.243858
15500 2.69825 2.35968 1760.51 1773.82 0.243542
16000 2.71975 2.37032 1736.77 1776.15 0.243223
16500 2.69755 2.29672 1741.68 1778.49 0.242903
17000 2.70485 2.23977 1727.21 1780.83 0.242583
17500 2.66124 2.28514 1745.68 1783.17 0.242265
18000 2.6382 2.36772 1750.76 1785.49 0.241951
18500 2.67029 2.28063 1720.45 1787.8 0.241637
19000 2.70906 2.21022 1686.08 1790.1 0.241328
19500 2.63188 2.20607 1726.66 1792.35 0.241025
20000 2.62893 2.19869 1719.48 1794.56 0.240728
20500 2.69469 2.17797 1667.99 1796.7 0.24044
21000 2.64727 2.22136 1689.76 1798.79 0.240162
21500 2.59256 2.17168 1716.73 1800.81 0.239892
22000 2.58495 2.19398 1713.29 1802.76 0.239633
22500 2.64614 2.18377 1665.59 1804.63 0.239384
23000 2.60726 2.10165 1683.13 1806.41 0.239148
23500 2.5916 2.12367 1685.67 1808.09 0.238926
24000 2.58215 2.17832 1684.4 1809.65 0.23872
24500 2.56943 2.26259 1685.35 1811.14 0.238524
25000 2.55187 2.20897 1690.01 1812.56 0.238337
25500 2.56554 2.18866 1674.55 1813.92 0.238158
26000 2.52292 2.13047 1695.92 1815.21 0.237989
26500 2.53716 2.15739 1680.49 1816.4 0.237833
27000 2.55046 2.13487 1666.02 1817.49 0.237691
27500 2.56379 2.11223 1651.87 1818.46 0.237564
28000 2.51801 2.14982 1676.17 1819.33 0.23745
28500 2.53605 2.18815 1659.32 1820.11 0.237348
29000 2.4792 2.12359 1691.44 1820.82 0.237256
29500 2.49828 2.06287 1674.69 1821.42 0.237177
30000 2.49231 2.12686 1674.16 1821.89 0.237117
30500 2.49221 2.16982 1670.04 1822.25 0.237069
31000 2.50433 2.14056 1658.39 1822.54 0.237032
31500 2.50144 2.14639 1656.52 1822.72 0.237008
32000 2.47465 2.13599 1670.54 1822.8 0.236997
32500 2.51014 2.10407 1644.51 1822.78 0.237001
33000 2.45803 2.11626 1675.26 1822.65 0.237018
33500 2.48519 2.12934 1654.97 1822.4 0.23705
34000 2.45625 2.17063 1671.2 1822.06 0.237094
34500 2.48122 2.14486 1652.78 1821.64 0.237149
35000 2.45537 2.12107 1667.44 1821.13 0.237216
35500 2.49122 2.05482 1642.63 1820.52 0.237295
36000 2.43955 2.08287 1674.22 1819.78 0.237391
36500 2.40395 2.19403 1695.6 1818.94 0.237501
37000 2.43183 2.11584 1676.46 1818.01 0.237622
37500 2.41198 2.08618 1688.46 1816.98 0.237757
38000 2.46889 2.05274 1650.83 1815.85 0.237905
38500 2.46777 2.14424 1650.58 1814.62 0.238066
