# Time-averaged data for fix 5
# TimeStep c_t c_pp c_en v_volume v_densidade
500 2.95237 2.52231 1781.67 1728.15 0.249979
1000 2.88618 2.4909 1822.48 1728.87 0.249875
1500 2.88868 2.536 1816.92 1730.21 0.24968
2000 2.89881 2.51278 1805.03 1732.19 0.249395
2500 2.94026 2.48879 1770.9 1734.8 0.249021
3000 2.86044 2.46306 1813.71 1738.03 0.248558
3500 2.87858 2.46463 1791.53 1741.87 0.24801
4000 2.84934 2.45265 1798.38 1746.31 0.247379
4500 2.83014 2.45568 1796.95 1751.37 0.246665
5000 2.83796 2.46325 1776.47 1757.03 0.24587
5500 2.79794 2.47566 1785.16 1763.3 0.244995
6000 2.79089 2.42261 1771.17 1770.17 0.244045
6500 2.80497 2.29867 1742.99 1777.59 0.243027
7000 2.79166 2.33746 1730.58 1785.52 0.241947
7500 2.72028 2.28267 1755.26 1793.94 0.240811
8000 2.73786 2.27344 1721.33 1802.8 0.239628
8500 2.69361 2.19746 1726.7 1812.05 0.238404
9000 2.70004 2.22171 1698.55 1821.64 0.237149
9500 2.66546 2.20283 1696.5 1831.52 0.23587
10000 2.64026 2.11741 1688.49 1841.63 0.234576
10500 2.64325 2.14751 1661.41 1851.9 0.233274
11000 2.6225 2.10233 1649.89 1862.3 0.231972
11500 2.64116 2.02239 1613.16 1872.75 0.230677
12000 2.59192 2.01143 1620.41 1883.2 0.229397
12500 2.58732 1.95929 1599.43 1893.59 0.228139
13000 2.51817 1.98568 1620.2 1903.87 0.226907
13500 2.50085 1.94912 1608.04 1914.01 0.225704
14000 2.56487 1.90368 1543.73 1924 0.224533
14500 2.52087 1.92286 1549.76 1933.78 0.223397
15000 2.44886 1.95233 1574.29 1943.36 0.222296
15500 2.44464 1.85227 1556.13 1952.74 0.221228
16000 2.46087 1.7843 1525.18 1961.89 0.220196
16500 2.44952 1.81826 1512.74 1970.8 0.2192
17000 2.39246 1.81778 1530.29 1979.48 0.218239
17500 2.37733 1.75874 1521.37 1987.96 0.217309
18000 2.34744 1.78916 1522.54 1996.22 0.216409
18500 2.3519 1.77775 1501.8 2004.3 0.215537
19000 2.35423 1.72083 1483.09 2012.21 0.21469
19500 2.3157 1.68468 1491.43 2019.96 0.213865
20000 2.36169 1.62747 1445.62 2027.56 0.213064
20500 2.31105 1.6249 1462.64 2035.01 0.212284
21000 2.329 1.61521 1435.56 2042.31 0.211526
21500 2.28565 1.59602 1448.95 2049.48 0.210786
22000 2.24604 1.57437 1460.17 2056.51 0.210065
22500 2.25377 1.60541 1440.62 2063.43 0.20936
23000 2.23655 1.56558 1437.96 2070.27 0.208669
23500 2.2575 1.5624 1410.67 2077.01 0.207991
24000 2.25577 1.61502 1398 2083.66 0.207327
24500 2.22946 1.50473 1402.27 2090.24 0.206675
25000 2.22554 1.5215 1391.96 2096.73 0.206036
25500 2.17809 1.52888 1409.93 2103.13 0.205408
26000 2.18267 1.54944 1394.17 2109.48 0.20479
26500 2.1648 1.47152 1393.72 2115.78 0.20418
27000 2.19673 1.48382 1361 2121.99 0.203583
27500 2.18996 1.4412 1353.85 2128.12 0.202996
