1772500 0.859732 1.09595 990.269 1918.9 0.225129
1773000 0.843356 1.07289 1002.5 1917.54 0.225289
1773500 0.870009 1.14224 986.639 1916.17 0.225449
1774000 0.881128 1.10034 981.15 1914.84 0.225607
1774500 0.875527 1.10233 986.36 1913.52 0.225763
1775000 0.84888 1.15071 1005.03 1912.21 0.225916
1775500 0.859828 1.07543 999.689 1910.94 0.226067
1776000 0.827911 1.18486 1021.56 1909.66 0.226218
1776500 0.864649 1.1175 999.412 1908.44 0.226363
1777000 0.864853 1.12782 1000.71 1907.24 0.226506
1777500 0.821463 1.15172 1030.14 1906.07 0.226644
1778000 0.849309 1.16111 1013.48 1904.95 0.226777
1778500 0.865371 1.16789 1004.38 1903.88 0.226905
1779000 0.883842 1.17198 993.693 1902.86 0.227026
1779500 0.847602 1.17434 1018.35 1901.91 0.22714
1780000 0.873332 1.1236 1002.86 1901.02 0.227246
1780500 0.872635 1.10707 1004.46 1900.17 0.227348
1781000 0.859567 1.11139 1013.81 1899.34 0.227447
1781500 0.858021 1.15906 1015.58 1898.54 0.227543
1782000 0.850321 1.16652 1021.5 1897.78 0.227635
1782500 0.852246 1.19406 1021.18 1897.06 0.22772
1783000 0.804913 1.11424 1052.93 1896.41 0.227799
1783500 0.802636 1.15894 1055.02 1895.79 0.227874
1784000 0.812201 1.14341 1049.51 1895.2 0.227944
1784500 0.825975 1.13728 1041.23 1894.65 0.228011
1785000 0.843175 1.15405 1030.7 1894.13 0.228073
1785500 0.835037 1.13395 1036.62 1893.66 0.228129
1786000 0.848866 1.14379 1028.07 1893.23 0.228181
1786500 0.837169 1.15917 1036.16 1892.84 0.228229
1787000 0.854176 1.15539 1025.68 1892.47 0.228273
1787500 0.834454 1.17492 1038.8 1892.16 0.228311
1788000 0.865954 1.17046 1018.7 1891.9 0.228342
1788500 0.869307 1.18676 1016.75 1891.69 0.228368
1789000 0.854719 1.15458 1026.46 1891.54 0.228385
1789500 0.830164 1.17287 1042.6 1891.45 0.228396
1790000 0.82566 1.1581 1045.63 1891.42 0.2284
1790500 0.816838 1.20245 1051.18 1891.45 0.228396
1791000 0.803345 1.15937 1059.94 1891.55 0.228384
1791500 0.829569 1.24762 1042.48 1891.7 0.228365
1792000 0.835228 1.22433 1038.6 1891.95 0.228335
1792500 0.85222 1.1715 1027.35 1892.29 0.228295
1793000 0.84618 1.17548 1030.82 1892.68 0.228248
1793500 0.843722 1.17662 1031.94 1893.13 0.228194
1794000 0.84618 1.15192 1029.85 1893.63 0.228133
1794500 0.873997 1.20318 1010.97 1894.19 0.228066
1795000 0.856543 1.13485 1021.77 1894.82 0.227991
1795500 0.843951 1.13668 1029.16 1895.48 0.22791
1796000 0.817324 1.12177 1045.67 1896.18 0.227827
1796500 0.843882 1.17722 1027.53 1896.89 0.227741
1797000 0.856144 1.17684 1018.73 1897.66 0.227648
1797500 0.814667 1.07898 1044.95 1898.48 0.22755
1798000 0.847951 1.14645 1022.23 1899.3 0.227452
1798500 0.853334 1.15169 1017.79 1900.15 0.227351
1799000 0.835366 1.15021 1028.4 1901.03 0.227245
1799500 0.870165 1.16894 1004.69 1901.97 0.227133
1800000 0.861836 1.16812 1008.98 1902.94 0.227017
1800500 0.838504 1.12245 1023.13 1903.96 0.226896
1801000 0.850864 1.16819 1013.8 1905 0.226771
1801500 0.841048 1.15517 1018.94 1906.09 0.226642
1802000 0.859335 1.19372 1005.65 1907.23 0.226507
1802500 0.840102 1.12624 1016.87 1908.41 0.226366
1803000 0.831961 1.17178 1020.62 1909.63 0.226222
1803500 0.827103 1.13876 1022.43 1910.89 0.226072
1804000 0.83061 1.14982 1018.6 1912.19 0.225919
1804500 0.840704 1.17773 1010.5 1913.52 0.225762
1805000 0.811357 1.15558 1028.01 1914.9 0.2256
1805500 0.808194 1.15106 1028.46 1916.32 0.225432
1806000 0.832527 1.17448 1010.89 1917.79 0.22526
1806500 0.816795 1.14161 1019.43 1919.29 0.225083
1807000 0.821045 1.10735 1015 1920.83 0.224903
1807500 0.849021 1.07921 995.127 1922.37 0.224723
1808000 0.810153 1.10646 1018.46 1923.89 0.224545
1808500 0.834845 1.08972 1000.82 1925.42 0.224367
1809000 0.852111 1.10421 987.967 1926.94 0.224189
1809500 0.849442 1.06975 988.135 1928.45 0.224014
1810000 0.838107 1.08194 993.801 1929.94 0.223841
1810500 0.834085 1.10193 994.749 1931.41 0.22367
1811000 0.843913 1.06478 986.966 1932.87 0.223502
1811500 0.842931 1.07642 985.964 1934.31 0.223336
1812000 0.823598 1.07946 996.958 1935.73 0.223172
1812500 0.867857 1.11244 966.631 1937.12 0.223011
1813000 0.829641 1.11941 989.653 1938.52 0.222851
1813500 0.831827 1.13112 986.69 1939.92 0
