# Time-averaged data for fix 9
# TimeStep c_msd[4]
100 0.0248493
200 0.138205
300 0.312036
400 0.530797
500 0.781039
600 1.07857
700 1.41368
800 1.76395
900 2.13096
1000 2.50131
1100 2.88159
1200 3.28922
1300 3.71182
1400 4.12344
1500 4.55116
1600 4.99132
1700 5.4075
1800 5.84533
1900 6.24213
2000 6.64036
2100 6.98828
2200 7.31814
2300 7.6511
2400 7.99884
2500 8.35505
2600 8.71569
2700 9.08524
2800 9.50634
2900 9.96184
3000 10.3973
3100 10.7943
3200 11.1231
3300 11.4914
3400 11.8973
3500 12.3204
3600 12.7937
3700 13.296
3800 13.8009
3900 14.3078
4000 14.8163
4100 15.3006
4200 15.7397
4300 16.1703
4400 16.6248
4500 17.0693
4600 17.548
4700 18.0538
4800 18.5059
4900 18.9099
5000 19.2964
5100 19.7133
5200 20.129
5300 20.5439
5400 20.9955
5500 21.4192
5600 21.776
5700 22.235
5800 22.7376
5900 23.2132
6000 23.7635
6100 24.2299
6200 24.6434
6300 25.063
6400 25.5027
6500 25.9822
6600 26.4359
6700 26.9368
6800 27.4834
6900 28.0556
7000 28.6117
7100 29.1265
7200 29.6773
7300 30.2449
7400 30.8265
7500 31.3948
7600 31.8979
7700 32.3361
7800 32.9248
7900 33.5524
8000 34.1391
8100 34.7083
8200 35.3276
8300 36.006
8400 36.6401
8500 37.2244
8600 37.8463
8700 38.4445
8800 39.0605
8900 39.656
9000 40.1595
9100 40.7293
9200 41.3435
9300 41.9007
9400 42.4118
9500 42.8843
9600 43.4233
9700 43.9858
9800 44.469
9900 44.9353
10000 45.3591
10100 45.7658
10200 46.2018
10300 46.6496
10400 47.0485
10500 47.498
10600 47.9271
10700 48.4515
10800 49.0175
10900 49.5503
11000 50.0051
11100 50.4664
11200 50.9801
11300 51.3535
11400 51.6679
11500 52.0636
11600 52.505
11700 52.9555
11800 53.4305
11900 53.8627
12000 54.2471
12100 54.5267
12200 54.7756
12300 55.0751
12400 55.3436
12500 55.6694
12600 56.0864
12700 56.617
12800 57.2053
12900 57.8053
13000 58.4699
13100 59.1226
13200 59.7063
13300 60.2825
13400 60.841
13500 61.3477
13600 61.8359
13700 62.2904
13800 62.698
13900 63.1678
14000 63.7168
14100 64.2128
14200 64.6455
14300 65.0925
14400 65.5674
14500 66.0494
14600 66.4309
14700 66.8211
14800 67.1844
14900 67.5499
15000 68.0453
15100 68.5559
15200 68.9897
15300 69.4159
15400 69.8646
15500 70.3123
15600 70.7453
15700 71.0836
15800 71.3881
15900 71.6124
16000 71.8977
16100 72.3236
16200 72.8722
16300 73.3868
16400 73.9381
16500 74.524
16600 75.029
16700 75.5274
16800 76.0721
16900 76.6507
17000 77.1721
17100 77.7609
17200 78.4439
17300 79.045
17400 79.5289
17500 80.1035
17600 80.6053
17700 81.069
17800 81.6276
17900 82.1824
18000 82.7652
18100 83.2207
18200 83.6912
18300 84.2158
18400 84.8051
18500 85.4223
18600 85.931
18700 86.3838
18800 86.7642
18900 87.0703
19000 87.3082
19100 87.5492
19200 87.9048
19300 88.3342
19400 88.725
19500 89.0929
19600 89.4921
19700 89.927
19800 90.4259
19900 90.8828
20000 91.402
20100 91.9531
20200 92.5331
20300 93.197
20400 93.8564
20500 94.4485
20600 94.9684
20700 95.4733
20800 95.967
20900 96.5908
21000 97.2757
21100 97.8646
21200 98.2661
21300 98.5363
21400 98.8866
21500 99.223
21600 99.529
21700 99.8192
21800 99.9346
21900 99.9561
22000 99.9708
22100 100.072
22200 100.189
22300 100.449
22400 100.828
22500 101.242
22600 101.708
22700 102.241
22800 102.799
22900 103.27
23000 103.766
23100 104.3
23200 104.855
23300 105.433
23400 105.948
23500 106.378
23600 106.88
23700 107.431
23800 107.927
23900 108.377
24000 108.823
24100 109.33
24200 109.846
24300 110.448
24400 111.124
24500 111.812
24600 112.498
24700 113.141
24800 113.716
24900 114.284
25000 114.741
25100 115.135
25200 115.569
25300 115.939
25400 116.186
25500 116.42
25600 116.609
25700 116.789
25800 117.055
25900 117.286
26000 117.571
26100 117.849
26200 118.139
26300 118.5
26400 118.892
26500 119.308
26600 119.754
26700 120.355
26800 121.04
26900 121.573
27000 121.97
27100 122.376
27200 122.761
27300 123.258
27400 123.684
27500 124.1
27600 124.506
27700 124.792
27800 125.191
27900 125.582
28000 125.879
28100 126.033
28200 126.227
28300 126.414
28400 126.603
28500 126.8
28600 127.034
28700 127.348
28800 127.726
28900 128.223
29000 128.689
29100 129.128
29200 129.57
29300 130.035
29400 130.448
29500 130.685
29600 130.911
29700 131.124
29800 131.377
29900 131.658
30000 131.929
