# Time-averaged data for fix 9
# TimeStep c_msd[4]
100 0.0274025
200 0.158679
300 0.373139
400 0.635802
500 0.936537
600 1.27643
700 1.66494
800 2.07669
900 2.47611
1000 2.87043
1100 3.26326
1200 3.67906
1300 4.12902
1400 4.60624
1500 5.08244
1600 5.52631
1700 5.97955
1800 6.45781
1900 6.95108
2000 7.46883
2100 7.97953
2200 8.48917
2300 8.99537
2400 9.45836
2500 9.90675
2600 10.352
2700 10.7876
2800 11.2312
2900 11.6315
3000 12.0184
3100 12.4439
3200 12.8439
3300 13.2137
3400 13.5886
3500 13.9216
3600 14.3172
3700 14.7405
3800 15.1783
3900 15.6455
4000 16.1189
4100 16.5448
4200 16.9222
4300 17.3843
4400 17.8835
4500 18.3609
4600 18.8096
4700 19.2698
4800 19.7375
4900 20.1397
5000 20.6294
5100 21.0983
5200 21.5135
5300 22.0118
5400 22.4234
5500 22.777
5600 23.2068
5700 23.6965
5800 24.1551
5900 24.5676
6000 24.9732
6100 25.4556
6200 25.9512
6300 26.4168
6400 26.9206
6500 27.456
6600 27.9831
6700 28.5793
6800 29.2042
6900 29.7739
7000 30.3051
7100 30.8006
7200 31.307
7300 31.7826
7400 32.2576
7500 32.7334
7600 33.2406
7700 33.7908
7800 34.3124
7900 34.8619
8000 35.4787
8100 36.0663
8200 36.6141
8300 37.0866
8400 37.5465
8500 38.0327
8600 38.5432
8700 39.0455
8800 39.5234
8900 39.9524
9000 40.3061
9100 40.5929
9200 40.9333
9300 41.3051
9400 41.5685
9500 41.8668
9600 42.1771
9700 42.4348
9800 42.6554
9900 42.9786
10000 43.303
10100 43.6703
10200 43.947
10300 44.2334
10400 44.6339
10500 45.2016
10600 45.8034
10700 46.3332
10800 46.8172
10900 47.3828
11000 47.899
11100 48.4612
11200 49.0747
11300 49.6639
11400 50.1472
11500 50.5914
11600 51.0366
11700 51.4641
11800 51.789
11900 52.199
12000 52.6184
12100 52.9253
12200 53.2271
12300 53.6667
12400 54.1926
