# Time-averaged data for fix 9
# TimeStep c_msd[4]
100 0.0302015
200 0.173613
300 0.402366
400 0.676627
500 0.985554
600 1.32578
700 1.71631
800 2.1582
900 2.61431
1000 3.07155
1100 3.52441
1200 4.00348
1300 4.47218
1400 4.90935
1500 5.36989
1600 5.82374
1700 6.2857
1800 6.77327
1900 7.2649
2000 7.77855
2100 8.31303
2200 8.86278
2300 9.40495
2400 9.97259
2500 10.5309
2600 11.046
2700 11.5228
2800 11.9946
2900 12.4618
3000 12.9201
3100 13.3658
3200 13.7813
3300 14.2177
3400 14.692
3500 15.11
3600 15.5641
3700 16.0572
3800 16.5561
3900 17.0821
4000 17.6044
4100 18.1197
4200 18.679
4300 19.2551
4400 19.7757
4500 20.3129
4600 20.9245
4700 21.4921
4800 22.0814
4900 22.672
5000 23.2601
5100 23.842
5200 24.4101
5300 25.0192
5400 25.6251
5500 26.1822
5600 26.7429
5700 27.2936
5800 27.8859
5900 28.4548
6000 29.0262
6100 29.6205
6200 30.2001
6300 30.7843
6400 31.3136
6500 31.8274
6600 32.4349
6700 33.0479
6800 33.5876
6900 34.1708
7000 34.8099
7100 35.3898
7200 36.0071
7300 36.5823
7400 37.2305
7500 37.8861
7600 38.4864
7700 39.0901
7800 39.7274
7900 40.3586
8000 40.9142
8100 41.4732
8200 42.0477
8300 42.6504
8400 43.1936
8500 43.7592
8600 44.3016
8700 44.8852
8800 45.5857
8900 46.3375
9000 47.1279
9100 47.8454
9200 48.5193
9300 49.2374
9400 49.9691
9500 50.6339
9600 51.3133
9700 51.9233
9800 52.5153
9900 53.108
10000 53.625
10100 54.0512
10200 54.5054
10300 55.0294
10400 55.5075
10500 55.9955
10600 56.4807
10700 57.0921
10800 57.6721
10900 58.1856
11000 58.7443
11100 59.1979
11200 59.6413
11300 60.1544
11400 60.6357
11500 61.154
11600 61.7599
11700 62.4631
11800 63.1474
11900 63.7652
12000 64.3867
12100 65.0153
12200 65.6915
12300 66.2749
12400 66.7723
12500 67.2669
12600 67.7189
12700 68.0579
12800 68.3248
12900 68.7347
13000 69.1224
13100 69.4887
13200 69.835
13300 70.3435
13400 70.9384
13500 71.6068
13600 72.3124
13700 73.0085
13800 73.7095
13900 74.4413
14000 75.1222
14100 75.8008
14200 76.5709
14300 77.3665
14400 78.0459
14500 78.8192
14600 79.5397
14700 80.3476
14800 81.2278
14900 82.0329
15000 82.7182
15100 83.4082
15200 84.1782
15300 84.9481
15400 85.6703
15500 86.4095
15600 87.1796
15700 88.0184
15800 88.7767
15900 89.5548
16000 90.4437
16100 91.3489
16200 92.1869
16300 93.0407
16400 93.7297
16500 94.4467
16600 95.1749
16700 95.9519
16800 96.8003
16900 97.5462
17000 98.2488
17100 99.0678
17200 99.9218
17300 100.698
17400 101.439
17500 102.125
17600 102.664
17700 103.218
17800 103.826
17900 104.433
18000 105.015
18100 105.669
18200 106.199
18300 106.664
18400 107.197
18500 107.842
18600 108.445
18700 109.012
18800 109.554
18900 110.173
19000 110.632
19100 111.045
19200 111.744
19300 112.459
19400 112.995
19500 113.524
19600 114.06
19700 114.56
19800 114.957
19900 115.322
20000 115.695
20100 115.957
20200 116.278
20300 116.65
20400 116.941
20500 117.297
20600 117.722
20700 118.155
20800 118.501
20900 118.809
21000 119.134
21100 119.704
21200 120.418
21300 121.116
21400 121.884
21500 122.506
21600 122.981
21700 123.49
21800 124.063
21900 124.664
22000 125.261
22100 125.78
22200 126.201
22300 126.553
22400 126.983
22500 127.561
22600 128.171
22700 128.758
22800 129.347
22900 129.878
23000 130.454
23100 131.113
23200 131.611
23300 132.038
23400 132.609
23500 133.177
23600 133.547
23700 133.864
23800 134.341
23900 134.771
24000 135.142
24100 135.419
24200 135.728
24300 136.215
24400 136.784
24500 137.459
24600 138.175
24700 138.889
24800 139.635
24900 140.321
25000 140.939
25100 141.493
25200 141.998
25300 142.439
25400 142.947
25500 143.524
25600 144.141
25700 144.898
25800 145.633
25900 146.198
26000 146.676
26100 147.242
26200 147.799
26300 148.317
26400 148.829
26500 149.378
26600 149.824
26700 150.384
26800 150.892
26900 151.345
27000 151.899
27100 152.438
27200 153.013
27300 153.515
27400 154.01
27500 154.609
27600 155.131
27700 155.582
27800 155.905
27900 156.344
28000 156.713
28100 156.904
28200 157.261
28300 157.614
28400 158.011
28500 158.455
28600 158.992
28700 159.562
28800 160.215
28900 160.898
29000 161.73
29100 162.615
29200 163.408
29300 164.276
29400 165.153
29500 165.935
29600 166.618
29700 167.042
29800 167.428
29900 167.805
30000 168.231
30100 168.699
30200 169.327
30300 169.901
30400 170.482
30500 171.28
30600 172.046
30700 172.802
30800 173.603
30900 174.413
31000 175.406
31100 176.345
31200 177.212
31300 178.054
31400 178.712
31500 179.35
31600 180.007
31700 180.662
31800 181.207
31900 181.744
32000 182.292
32100 182.877
32200 183.57
32300 184.252
32400 184.861
32500 185.446
32600 185.954
32700 186.31
32800 186.633
32900 186.995
33000 187.325
33100 187.656
33200 188.249
33300 188.574
33400 188.833
33500 189.232
33600 189.698
33700 190.202
33800 190.753
33900 191.291
34000 191.767
34100 192.173
34200 192.955
34300 193.717
34400 194.403
34500 195.173
34600 196.132
34700 197.066
34800 197.87
34900 198.489
35000 199.135
35100 199.865
35200 200.573
35300 201.05
35400 201.483
35500 201.958
35600 202.487
35700 202.843
35800 203.175
35900 203.486
36000 203.803
36100 204.008
36200 204.193
36300 204.391
36400 204.584
36500 205.079
36600 205.757
36700 206.429
36800 207.08
36900 207.837
37000 208.529
37100 209.136
37200 209.844
37300 210.579
37400 211.281
37500 211.945
37600 212.588
37700 213.093
37800 213.615
37900 214.085
38000 214.59
38100 215.166
38200 215.905
38300 216.376
38400 216.712
38500 216.912
38600 217.271
38700 217.422
38800 217.544
38900 217.749
39000 218.098
39100 218.48
39200 218.873
39300 219.168
39400 219.539
39500 220.051
39600 220.627
39700 221.214
39800 221.92
39900 222.691
40000 223.462
40100 224.146
40200 224.63
40300 225.003
40400 225.554
40500 226.073
40600 226.696
40700 227.382
40800 227.929
40900 228.193
41000 228.385
41100 228.637
41200 228.974
41300 229.304
41400 229.704
41500 230.087
41600 230.533
41700 230.945
41800 231.452
41900 231.957
42000 232.333
42100 232.691
42200 233.055
42300 233.585
42400 234.124
42500 234.784
42600 235.415
42700 235.855
42800 236.243
42900 236.583
43000 236.937
43100 237.084
43200 237.3
43300 237.594
43400 238.025
43500 238.527
43600 239.078
43700 239.629
43800 239.981
43900 240.29
44000 240.706
44100 241.091
44200 241.347
44300 241.788
44400 242.308
44500 242.945
44600 243.426
44700 243.854
44800 244.437
44900 245.091
45000 245.799
45100 246.506
45200 247.179
45300 247.874
45400 248.525
45500 249.08
45600 249.606
45700 250.111
45800 250.68
45900 251.393
46000 251.862
46100 252.372
46200 252.904
46300 253.461
46400 254.136
46500 254.821
46600 255.462
46700 256.108
46800 256.687
46900 257.148
47000 257.91
47100 258.674
47200 259.377
47300 259.954
47400 260.433
47500 260.967
47600 261.396
47700 261.7
47800 262.098
47900 262.539
48000 262.95
48100 263.604
48200 264.231
48300 264.8
48400 265.314
48500 265.893
48600 266.353
48700 266.772
48800 267.272
48900 267.739
49000 268.145
49100 268.481
49200 268.695
49300 268.839
49400 269.072
49500 269.332
49600 269.81
49700 270.598
49800 271.556
49900 272.481
50000 273.277
50100 273.928
50200 274.594
50300 275.219
50400 276.015
50500 276.851
50600 277.513
50700 278.092
50800 278.69
50900 279.321
51000 279.94
51100 280.624
51200 281.335
51300 282.088
51400 282.694
51500 283.131
51600 283.614
51700 284.147
51800 284.699
51900 285.386
52000 285.972
52100 286.407
52200 286.666
52300 286.889
52400 287.165
52500 287.453
52600 287.813
52700 288.041
52800 288.375
52900 288.549
53000 288.784
53100 289.059
53200 289.212
53300 289.294
53400 289.329
53500 289.304
53600 289.285
53700 289.388
53800 289.417
53900 289.515
54000 289.672
54100 289.919
54200 290.223
54300 290.578
54400 291.127
54500 291.696
54600 291.985
54700 292.229
54800 292.649
54900 293.154
55000 293.614
55100 293.857
55200 293.976
55300 294.089
55400 294.213
55500 294.469
55600 294.921
55700 295.245
55800 295.678
55900 296.071
56000 296.287
56100 296.534
56200 296.758
56300 296.776
56400 296.837
56500 297.011
56600 297.184
56700 297.364
56800 297.439
56900 297.623
57000 297.794
57100 298.184
57200 298.513
57300 298.496
57400 298.313
57500 298.312
57600 298.449
57700 298.655
57800 298.865
57900 299.227
58000 299.748
58100 300.06
58200 300.232
58300 300.346
58400 300.442
58500 300.502
58600 300.722
58700 301.13
58800 301.501
58900 301.776
59000 302.012
59100 302.224
59200 302.623
59300 302.914
59400 303.231
59500 303.666
59600 304.063
59700 304.404
59800 304.649
59900 304.97
