# Time-averaged data for fix 9
# TimeStep c_msd[4]
100 0.0283235
200 0.163497
300 0.381786
400 0.656374
500 0.968897
600 1.32198
700 1.71595
800 2.11333
900 2.51881
1000 2.90918
1100 3.32094
1200 3.74882
1300 4.16167
1400 4.54755
1500 4.91957
1600 5.35643
1700 5.84401
1800 6.30732
1900 6.73308
2000 7.08882
2100 7.44766
2200 7.8175
2300 8.20225
2400 8.65276
2500 9.09962
2600 9.56073
2700 10.0505
2800 10.549
2900 11.1029
3000 11.6703
3100 12.2402
3200 12.7336
3300 13.1837
3400 13.6398
3500 14.0811
3600 14.5109
3700 14.8907
3800 15.2533
3900 15.6273
4000 16.036
4100 16.4826
4200 16.9212
4300 17.3385
4400 17.752
4500 18.2418
4600 18.7685
4700 19.3226
4800 19.8617
4900 20.3354
5000 20.8231
5100 21.2913
5200 21.7014
5300 22.0989
5400 22.4149
5500 22.7796
5600 23.1589
5700 23.5514
5800 23.9584
5900 24.3292
6000 24.7569
6100 25.092
6200 25.406
6300 25.8103
6400 26.2422
6500 26.6166
6600 26.9804
6700 27.3226
6800 27.6512
6900 28.0472
7000 28.3923
7100 28.6075
7200 28.9064
7300 29.2985
7400 29.7584
7500 30.2279
7600 30.6298
7700 31.0651
7800 31.5195
7900 31.9843
8000 32.4579
8100 32.8985
8200 33.327
8300 33.7797
8400 34.1767
8500 34.6315
8600 35.0749
8700 35.5107
8800 35.9976
8900 36.4758
9000 36.9755
9100 37.5176
9200 37.9698
9300 38.3735
9400 38.8284
9500 39.3545
9600 39.996
9700 40.6073
9800 41.1464
9900 41.7324
10000 42.2776
10100 42.7911
10200 43.2555
10300 43.6663
10400 44.1418
10500 44.7027
10600 45.3598
10700 45.9767
10800 46.5275
10900 47.0802
11000 47.6055
11100 48.1048
11200 48.6487
11300 49.2014
11400 49.7576
11500 50.2446
11600 50.8562
11700 51.4133
11800 51.9885
11900 52.5953
12000 53.2079
12100 53.7361
12200 54.2401
12300 54.696
12400 55.1556
12500 55.6198
12600 56.0815
12700 56.4989
12800 57.0167
12900 57.5807
13000 58.1049
13100 58.6797
13200 59.3366
13300 60.0615
13400 60.6402
13500 61.1131
13600 61.724
13700 62.2466
13800 62.62
13900 63.0031
14000 63.3746
14100 63.6957
14200 63.9796
14300 64.2511
14400 64.6458
14500 65.0974
14600 65.6772
14700 66.1349
14800 66.68
14900 67.2327
15000 67.6875
15100 68.1887
15200 68.696
15300 69.1346
15400 69.6279
15500 70.0766
15600 70.417
15700 70.769
15800 70.9978
15900 71.2166
16000 71.5534
16100 71.7987
16200 72.0762
16300 72.5525
